노선번호,순번,정류장코드,정류장번호_full,정류장명_크롤링,정류장명_마스터,읍면동,매칭상태,운수업체명,1일운행횟수,데이터기준일자,출처URL
1,1,71398,CAB285071398,천안시청,천안시청,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,2,1502,CAB285001502,천안시청,천안시청,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,3,1016,CAB285001016,천안시청 서북구보건소,천안시청 서북구보건소,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,4,1015,CAB285001015,천안시청 서북구보건소,천안시청 서북구보건소,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,5,1792,CAB285001792,불당동일하이빌,불당동일하이빌,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,6,1791,CAB285001791,불당동일하이빌,불당동일하이빌,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,7,1789,CAB285002789,불당대동다숲,불당대동다숲,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,8,1790,CAB285001790,불당동행정복지센터,불당1동행정복지센터,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,9,1988,CAB285001988,불당한성아파트,불당한성아파트,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,10,1987,CAB285001987,불당한성아파트,불당한성아파트,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,11,1984,CAB285001984,천안교육지원청,천안교육지원청,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,12,71672,CAB285071672,천안교육지원청,천안교육지원청,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,13,1985,CAB285001985,충남북부상공회의소,충남북부상공회의소,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,14,2181,CAB288002181,충남북부상공회의소,충남북부상공회의소,불당1동,code_name_exact,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,15,2050,CAB285002050,패션1광장,장애인체육관,원성1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,16,2116,CAB285002116,펜타포트,펜타포트,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,17,2115,CAB285002115,불당시티프라디움3차,불당시티프라디움3차,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,18,1788,CAB285001788,서당골,서당골,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,19,2114,CAB285002114,갤러리아백화점,갤러리아백화점,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,20,2113,CAB285002113,갤러리아백화점,갤러리아백화점,불당2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,21,1010,CAB285001010,불당동문화카페거리,불당동문화카페거리,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,22,2194,CAB285002194,월봉중학교,월봉중학교,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,23,2193,CAB285002193,월봉고등학교,월봉고등학교,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,24,1013,CAB285001013,한화꿈에그린아파트,한화꿈에그린아파트,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,25,1014,CAB285001014,불당한성아파트,불당 한성아파트,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,26,860,CAB285000860,쌍용도서관,쌍용도서관,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,27,858,CAB285000858,월봉벽산아파트,월봉벽산아파트,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,28,859,CAB285000859,월봉벽산아파트,월봉벽산아파트,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,29,857,CAB285000857,월봉5차현대아파트,월봉5차현대아파트,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,30,856,CAB285000856,월봉대우아파트,월봉대우아파트,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,31,854,CAB285000854,쌍용고입구,쌍용고입구,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,32,855,CAB285000855,쌍용고입구,쌍용고입구,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,33,823,CAB285000823,삼일원앙아파트,삼일원앙아파트,신방동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,34,825,CAB285000825,쌍용역해누리아이파크,쌍용역해누리아이파크,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,35,824,CAB285000824,쌍용역예일병원계룡아파트,쌍용역예일병원계룡아파트,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,36,826,CAB285000826,쌍용고가교,쌍용고가교,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,37,827,CAB285000827,이화여성병원,이화여성병원,쌍용2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,38,829,CAB285000829,쌍용동 이마트,쌍용동 이마트,쌍용1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,39,828,CAB285000828,쌍용동 이마트,쌍용동 이마트,쌍용1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,40,836,CAB285000836,충무병원,충무병원,쌍용1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,41,837,CAB285000837,충무병원,충무병원,쌍용1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,42,834,CAB285000834,다가동신성아파트,다가동신성아파트YWCA,일봉동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,43,835,CAB285000835,다가동신성아파트,다가동신성아파트,일봉동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,44,833,CAB285010011,일봉초등학교,일봉초등학교,일봉동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,45,832,CAB285000832,일봉초등학교,일봉초등학교,일봉동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,46,702,CAB285000702,남부오거리,남부오거리,중앙동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,47,701,CAB285000701,남부오거리,남부오거리,중앙동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,48,876,CAB285000876,우성VIP아파트,우성VIP 아파트,청룡동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,49,875,CAB285000875,우성VIP아파트,우성VIP 아파트,원성2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,50,748,CAB285000748,천안여중입구,천안여중입구,원성2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,51,697,CAB285000697,천안여중입구,천안여중입구,원성2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,52,698,CAB285000698,원성극동아파트,원성극동아파트,원성2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,53,696,CAB285000696,원성극동아파트,원성극동아파트,원성2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,54,695,CAB285000695,교보사거리,교보사거리,원성2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,55,693,CAB285000693,교보사거리,교보사거리,원성2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,56,692,CAB285000692,교보생명,교보생명,원성1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,57,691,CAB285000691,교보생명,교보생명,원성1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,58,690,CAB285000690,중앙고등학교,중앙고등학교,원성1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,59,694,CAB285000694,천안중학교,천안중학교,원성1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,61,689,CAB285000689,신부경남아파트,신부경남아파트,신안동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,62,687,CAB285000687,고속터미널,고속터미널,신안동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,63,2356,CAB285010014,종합터미널,종합터미널,신안동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,64,71768,CAB285071768,우방아이유셀아파트,우방아이유셀아파트,신안동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,65,880,CAB285000880,가구웨딩특화거리,가구웨딩특화거리,성정2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,66,879,CAB285000879,가구웨딩특화거리,가구웨딩특화거리,성정1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,67,881,CAB285000881,백석사거리,백석사거리,성정2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,68,882,CAB285000882,백석사거리,백석사거리,성정1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,69,71902,CAB285071902,주공6단지,주공6단지,성정2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,70,71901,CAB285071901,주공6단지,주공6단지,성정2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,71,71898,CAB285071898,한국전력공사 천안지사,한국전력공사 천안지사,부성2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,72,71897,CAB285071897,한국전력공사 천안지사,한국전력공사 천안지사,성정2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,73,71900,CAB285071900,천안한방병원,천안한방병원,부성2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,74,71899,CAB285071899,천안한방병원,천안한방병원,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,75,1494,CAB285001494,백석종합상가,백석종합상가,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,76,1495,CAB285001495,백석종합상가,백석종합상가,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,77,1496,CAB285001496,백석초등학교,백석초등학교,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,78,1497,CAB285001497,백석초등학교,백석초등학교,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,79,1498,CAB285001498,주공그린빌3차아파트,주공그린빌3차아파트,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,80,1499,CAB285001499,백석호반2차아파트,백석호반2차아파트,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,81,1500,CAB285001500,백석11단지,백석11단지,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,82,1501,CAB285001501,백석호반1차아파트,백석호반1차아파트,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,85,71769,CAB285071769,시청앞사거리,시청앞사거리,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,86,10004,CAB285010004,시청앞사거리,시청앞사거리,불당2동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,87,1004,CAB285001004,종합운동장,종합운동장,불당1동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,88,1003,CAB285001003,종합운동장,종합운동장,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,89,995,CAB285000995,벽산블루밍아파트,벽산블루밍아파트,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,90,1019,CAB285001019,벽산블루밍아파트,벽산블루밍아파트,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,91,993,CAB285000993,브라운스톤아파트,브라운스톤아파트,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,92,2238,CAB285002238,한국더첼,한국더첼,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,93,2239,CAB285002239,제네시스,제네시스,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,94,1521,CAB285001521,화이트스톤,화이트스톤,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,95,1522,CAB285001522,STS,STS,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,96,2400,CAB285071453,한들문화센터입구,한들문화센터입구,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,97,2401,CAB285071454,한들문화센터입구,한들문화센터입구,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,98,992,CAB285000992,영진기계,영진기계,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,99,991,CAB285000991,화성조명,화성조명,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
1,100,990,CAB285000990,백석농공단지 989 ·,백석농공단지,백석동,code_unique,"보성,삼안,새천안",103,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%201
2,1,979,CAB285000979,두정역입구,두정역입구,부성1동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,2,978,CAB285000978,e편한세상3차 두정역입구,e편한세상3차 두정역입구,부성1동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,3,980,CAB285000980,이안아파트 코아루아파트,이안아파트 코아루아파트,부성1동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,4,981,CAB285000981,역말오거리 천안희망초등학교,역말오거리 천안희망초,부성1동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,5,982,CAB285000982,역말오거리 천안희망초,역말오거리 천안희망초,부성1동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,6,709,CAB285000709,대림한내아파트 포레나신부,대림한내 포레나신부,신안동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,7,708,CAB285000708,포레나신부 대림한내아파트,포레나신부 대림한내,신안동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,8,707,CAB285000707,대림한숲아파트,대림한숲아파트,신안동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,9,706,CAB285000706,나은필병원(대림한숲아파트),나은필병원(대림한숲아파트),신안동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,10,686,CAB285000686,종합터미널,종합터미널,신안동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,11,2356,CAB285010014,종합터미널,종합터미널,신안동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,12,649,CAB285000649,방죽안오거리,방죽안오거리,신안동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,13,650,CAB285000650,방죽안오거리,방죽안오거리,신안동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,14,652,CAB285000652,복자여자중학교 ㆍ 복자여자고등학교,복자여자중고등학교,문성동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,15,651,CAB285000651,복자여자중고등학교,복자여자중고등학교,문성동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,16,677,CAB285000677,삼도상가,천안역,중앙동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,17,654,CAB285000654,삼도상가,삼도상가,중앙동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,19,678,CAB285000678,천안역,천안역,중앙동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,20,1753,CAB285001753,동남구보건소,동남구보건소,문성동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,21,1591,CAB285001591,동남구보건소,동남구보건소,문성동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,22,669,CAB285000669,버들육거리,버들육거리,중앙동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,23,670,CAB285000670,버들육거리,버들육거리,중앙동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,24,672,CAB285000672,청과시장,청과시장,중앙동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,25,671,CAB285000671,청과시장,청과시장,중앙동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,26,674,CAB285000674,농협원성점,농협원성점,원성2동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,27,673,CAB285000673,농협원성점,농협원성점,원성2동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,28,1814,CAB285001814,청수현대아파트,청수현대아파트,청룡동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,29,757,CAB285000757,청수현대아파트,청수현대아파트,청룡동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
2,30,1813,CAB285001813,공립지역아동센터,공립지역아동센터,청룡동,code_unique,"보성,삼안,새천안",55,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%202
