노선번호,순번,정류장코드,정류장번호_full,정류장명_크롤링,정류장명_마스터,읍면동,매칭상태,운수업체명,1일운행횟수,데이터기준일자,출처URL
62,8,1588,CAB285001588,신성미소지움아파트,신성미소지움아파트,청룡동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,9,747,CAB285000747,신성미소지움아파트,신성미소지움아파트,청룡동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,10,1991,CAB285001991,홈플러스,홈플러스,원성2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,11,1992,CAB285001992,홈플러스,홈플러스,청룡동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,12,2375,CAB285071433,충무로사거리,충무로사거리,원성2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,13,1036,CAB285001036,충무로사거리,충무로사거리,청룡동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,14,875,CAB285000875,우성VIP 아파트,우성VIP 아파트,원성2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,15,876,CAB285000876,우성VIP 아파트,우성VIP 아파트,청룡동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,16,701,CAB285000701,남부오거리,남부오거리,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,17,1590,CAB285001590,영성로,영성로,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,18,676,CAB285000676,남산축협,남산축협,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,19,662,CAB285000662,천안중앙시장,천안중앙시장,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,20,661,CAB285000661,남산중앙시장,남산중앙시장,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,21,660,CAB285000660,온양나드리,온양나드리,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,22,659,CAB285000659,온양나드리,온양나드리,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,23,656,CAB285000656,천안역 동부광장,천안역 동부광장,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,24,655,CAB285000655,천안역 동부광장,천안역 동부광장,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,25,677,CAB285000677,천안역,천안역,중앙동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,26,1753,CAB285001753,동남구보건소,동남구보건소,문성동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,27,1591,CAB285001591,동남구보건소,동남구보건소,문성동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,28,71549,CAB285071549,봉명1교,봉명1교,봉명동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,29,71550,CAB285071550,봉명1교,봉명1교,봉명동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,30,71481,CAB285071481,천고사거리,천고사거리,봉명동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,31,895,CAB285000895,천안고등학교,천안고등학교,봉명동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,32,896,CAB285071406,천안고등학교,천안고등학교,봉명동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,33,889,CAB285000889,천안여상입구,천안여상입구,쌍용1동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,34,888,CAB285000888,천안여상입구,천안여상입구,봉명동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,35,886,CAB285000896,쌍용패션거리,쌍용패션거리,봉명동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,36,887,CAB285000887,쌍용패션거리,쌍용패션거리,봉명동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,37,828,CAB285000828,쌍용동이마트,쌍용동 이마트,쌍용1동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,38,829,CAB285000829,쌍용동 이마트,쌍용동 이마트,쌍용1동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,39,827,CAB285000827,이화여성병원,이화여성병원,쌍용2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,40,826,CAB285000826,쌍용고가교,쌍용고가교,쌍용2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,41,824,CAB285000824,쌍용역예일병원계룡아파트,쌍용역예일병원계룡아파트,쌍용2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,42,825,CAB285000825,쌍용역해누리아이파크,쌍용역해누리아이파크,쌍용2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,43,71556,CAB285071556,쌍용역,쌍용역코오롱하늘채,쌍용2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,44,71557,CAB285071557,쌍용역,쌍용역코오롱하늘채,쌍용2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
62,45,2341,CAB285010020,방아다리공원 2340 ·,방아다리공원,쌍용2동,code_unique,"보성,삼안,새천안",14,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2062
63,1,10012,CAB285010012,천안노인전문요양원(종점),천안노인전문요양원(종점),청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,2,71545,CAB285071545,천안노인전문요양원,천안노인전문요양원,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,3,1587,CAB285001587,구성5통,구성5통,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,4,1746,CAB285001746,구성5통,구성5통,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,5,2343,CAB285010013,천안변전소,천안변전소,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,6,2342,CAB285071403,천안변전소,천안변전소,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,7,1588,CAB285001588,신성미소지움아파트,신성미소지움아파트,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,8,747,CAB285000747,신성미소지움아파트,신성미소지움아파트,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,9,1991,CAB285001991,홈플러스,홈플러스,원성2동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,10,1992,CAB285001992,홈플러스,홈플러스,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,11,2375,CAB285071433,충무로사거리,충무로사거리,원성2동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,12,1036,CAB285001036,충무로사거리,충무로사거리,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,13,875,CAB285000875,우성VIP 아파트,우성VIP 아파트,원성2동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,14,876,CAB285000876,우성VIP 아파트,우성VIP 아파트,청룡동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,15,701,CAB285000701,남부오거리,남부오거리,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,16,1590,CAB285001590,영성로,영성로,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,17,676,CAB285000676,남산축협,남산축협,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,18,662,CAB285000662,천안중앙시장,천안중앙시장,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,19,661,CAB285000661,남산중앙시장,남산중앙시장,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,20,660,CAB285000660,온양나드리,온양나드리,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,21,659,CAB285000659,온양나드리,온양나드리,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,22,656,CAB285000656,천안역 동부광장,천안역 동부광장,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,23,655,CAB285000655,천안역 동부광장,천안역 동부광장,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,24,654,CAB285000654,삼도상가,삼도상가,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,25,653,CAB285000653,삼도상가,삼도상가,중앙동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,26,651,CAB285000651,복자여자중학교 ㆍ 복자여자고등학교,복자여자중고등학교,문성동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,27,652,CAB285000652,복자여자중고등학교,복자여자중고등학교,문성동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,28,650,CAB285000650,방죽안오거리,방죽안오거리,신안동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,29,649,CAB285000649,방죽안오거리,방죽안오거리,신안동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,30,685,CAB285000685,종합터미널,종합터미널,신안동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
63,31,686,CAB285000686,종합터미널,종합터미널,신안동,code_unique,"보성,삼안,새천안",12,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2063
70,1,751,CAB285000751,구룡동,구룡동,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,2,1585,CAB285001585,구룡1통,구룡1통,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,3,1306,CAB285001306,구룡1통입구,구룡1통입구,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,4,1305,CAB285001305,구룡1통입구,구룡1통입구,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,5,71810,CAB285071810,청당벽산블루밍,청당벽산블루밍,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,6,71809,CAB285071809,청당벽산블루밍,청당벽산블루밍,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,7,2226,CAB285002226,천안우리병원,천안우리병원,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,8,2216,CAB285002216,한양수자인,한양수자인,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,9,2215,CAB285002215,한양수자인,한양수자인,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,10,71565,CAB285071565,대전지방검찰청 천안지청,대전지방검찰청천안지청,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,11,71564,CAB285071564,대전지방법원천안지원,대전지방법원천안지원,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,12,1972,CAB285001972,청룡동행정복지센터,청룡동행정복지센터,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,13,1971,CAB285001971,청룡동행정복지센터,청룡동행정복지센터,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,14,2332,CAB285010005,동남경찰서,동남경찰서,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,15,2331,CAB285010006,동남경찰서,동남경찰서,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,16,2041,CAB285002041,청수고등학교,청수고등학교,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,17,2040,CAB285002040,청수고등학교,청수고등학교,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,18,775,CAB285000775,구성초등학교 천안시 보훈회관,구성초등학교 천안시 보훈회관,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,19,776,CAB285000776,구성초등학교 천안시 보훈회관 건너,구성초등학교 천안시 보훈회관 건너,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,20,71666,CAB285071666,구성동중앙신협,구성동중앙신협,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,21,749,CAB285000749,삼룡교,삼룡교,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,22,875,CAB285000875,우성VIP 아파트,우성VIP 아파트,원성2동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,23,876,CAB285000876,우성VIP 아파트,우성VIP 아파트,청룡동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,24,702,CAB285000702,남부오거리,남부오거리,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,25,676,CAB285000676,남산축협,남산축협,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,26,1590,CAB285001590,영성로,영성로,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,27,662,CAB285000662,천안중앙시장,천안중앙시장,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,28,661,CAB285000661,남산중앙시장,남산중앙시장,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,29,660,CAB285000660,온양나드리,온양나드리,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,30,659,CAB285000659,온양나드리,온양나드리,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,31,656,CAB285000656,천안역 동부광장,천안역 동부광장,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,32,655,CAB285000655,천안역 동부광장,천안역 동부광장,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,33,654,CAB285000654,삼도상가,삼도상가,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,34,653,CAB285000653,삼도상가,삼도상가,중앙동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,35,651,CAB285000651,복자여자중학교 ㆍ 복자여자고등학교,복자여자중고등학교,문성동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,36,652,CAB285000652,복자여자중고등학교,복자여자중고등학교,문성동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,37,650,CAB285000650,방죽안오거리,방죽안오거리,신안동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,38,649,CAB285000649,방죽안오거리,방죽안오거리,신안동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,39,685,CAB285000685,종합터미널,종합터미널,신안동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
70,40,686,CAB285000686,종합터미널,종합터미널,신안동,code_unique,"보성,삼안,새천안",8,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2070
71,1,1422,CAB285001422,구룡2통,구룡2통,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,2,71808,CAB285071808,구룡호두광장,구룡호두광장,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,3,71807,CAB285071807,구룡호두광장,구룡호두광장,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,4,2126,CAB285002126,청당2통(새텃마을),청당2통(새텃마을),청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,5,2127,CAB285002127,청당2통(새텃마을),청당2통(새텃마을),청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,6,71814,CAB285071814,"청당한양수자인블루시티,청당서희스타힐스","청당한양수자인블루시티,청당서희스타힐스",청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,7,71813,CAB285071813,"청당한양수자인블루시티,청당서희스타힐스","청당한양수자인블루시티,청당서희스타힐스",청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,8,71812,CAB285071812,청당벽산블루밍 남문,청당벽산블루밍 남문,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,9,71811,CAB285071811,청당벽산블루밍 남문,청당벽산블루밍 남문,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,10,71810,CAB285071810,청당벽산블루밍,청당벽산블루밍,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,11,71809,CAB285071809,청당벽산블루밍,청당벽산블루밍,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,12,2226,CAB285002226,천안우리병원,천안우리병원,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,13,71639,CAB285071639,청당초등학교입구,청당초등학교입구,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,14,1767,CAB285001767,청당벽산아파트,청당벽산아파트,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
71,15,2104,CAB285002104,청삼교차로,청삼교차로,청룡동,code_unique,"보성,삼안,새천안",10,2026-03-10,https://namu.wiki/w/%EC%B2%9C%EC%95%88%20%EB%B2%84%EC%8A%A4%2071
