정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,시도,시군구,읍면동
CAB285000452,신세계아파트,36.76774465,127.3049241,2025-10-31,452,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000453,신세계아파트,36.76761812,127.3050533,2025-10-31,453,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000454,도원1리,36.76974727,127.3086953,2025-10-31,454,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000455,도원1리(면실부락),36.77156132,127.3106874,2025-10-31,455,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000456,도원1리(면실부락),36.77178281,127.3111737,2025-10-31,456,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000457,도원2리(광기),36.780225,127.3155831,2025-10-31,457,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000458,도원3리(가정),36.7876214,127.316647,2025-10-31,458,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000459,매성3리(매당마을),36.79983693,127.3190532,2025-10-31,459,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000460,작성마을,36.80303117,127.31979,2025-10-31,460,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000461,봉항1리,36.82914699,127.3154068,2025-10-31,461,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000462,봉항2리(삼성),36.83680476,127.3158464,2025-10-31,462,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000463,봉항3리,36.84412808,127.3187824,2025-10-31,463,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285000464,동천안농협 연춘지점,36.7703059,127.2528996,2025-10-31,464,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000465,용암리,36.7805227,127.2543909,2025-10-31,465,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000466,용암1리,36.78352786,127.2558871,2025-10-31,466,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000467,은석초교,36.78676141,127.2584057,2025-10-31,467,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000468,용암리,36.79608963,127.2616741,2025-10-31,468,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000469,용암2리,36.79833299,127.2643524,2025-10-31,469,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000470,매송1리,36.80127132,127.2681824,2025-10-31,470,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000471,매송1리,36.801156,127.2681968,2025-10-31,471,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000472,매송1리 느러니,36.80586295,127.2737824,2025-10-31,472,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000473,매송1리 오송정,36.81126015,127.2763987,2025-10-31,473,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000474,매송1리 오송정,36.81130798,127.2761958,2025-10-31,474,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000475,명덕리,36.81603075,127.2757311,2025-10-31,475,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000476,동천안농협 북면지점,36.82294342,127.2731992,2025-10-31,476,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000477,동천안농협 북면지점,36.82297412,127.2729644,2025-10-31,477,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000478,북면행정복지센터,36.82708617,127.2726974,2025-10-31,478,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000479,솔바람가든,36.83141991,127.2711972,2025-10-31,479,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000480,사담리,36.83520747,127.2682739,2025-10-31,480,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000481,사담리,36.83526666,127.2684368,2025-10-31,481,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000482,양곡리입구(별장골),36.83931477,127.2696673,2025-10-31,482,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000483,양곡리(종점),36.8510182,127.281975,2025-10-31,483,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000484,전곡리,36.84785517,127.2662247,2025-10-31,484,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000485,전곡리,36.84812383,127.2665189,2025-10-31,485,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000486,전곡리(길마제),36.85094498,127.2666783,2025-10-31,486,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000487,납안리,36.85337826,127.2661915,2025-10-31,487,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000488,납안리,36.85393799,127.2663707,2025-10-31,488,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000489,납안1리,36.85545069,127.2664033,2025-10-31,489,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000490,유성농장입구,36.85644965,127.2591458,2025-10-31,490,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000491,납안2리,36.8534604,127.2512805,2025-10-31,491,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000492,석천리(종점),36.83680715,127.2404039,2025-10-31,492,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000493,석천리(종점),36.8368444,127.240209,2025-10-31,493,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000494,석천리,36.83370692,127.235812,2025-10-31,494,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000495,석천리,36.83096384,127.2331531,2025-10-31,495,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000496,송전리,36.82741279,127.2294597,2025-10-31,496,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000497,덕전2리,36.81621834,127.2252343,2025-10-31,497,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000498,덕전2리,36.81617748,127.2250103,2025-10-31,498,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000499,덕전1리,36.8093431,127.2214237,2025-10-31,499,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000500,덕전1리,36.806688,127.204712,2025-10-31,500,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000501,덕전1리(심평마을),36.8086088,127.2158433,2025-10-31,501,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000502,덕전1리(용소),36.80863405,127.2249326,2025-10-31,502,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000503,서흥2리,36.80712078,127.2310853,2025-10-31,503,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000504,서흥2리(상용),36.80724624,127.2312018,2025-10-31,504,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000505,서흥1리(동막),36.8045089,127.2321796,2025-10-31,505,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000506,교촌2리,36.8003965,127.2294318,2025-10-31,506,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000507,희망의마을,36.7969045,127.2318704,2025-10-31,507,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000508,교촌1리,36.7918116,127.2323528,2025-10-31,508,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000509,신광교회,36.78943155,127.2345631,2025-10-31,509,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000510,노루목,36.77117873,127.2478347,2025-10-31,510,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000511,노루목,36.77138629,127.2478124,2025-10-31,511,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000512,동평3리,36.77533628,127.2433091,2025-10-31,512,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000513,동평2리,36.77700629,127.2425457,2025-10-31,513,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000514,동평2리,36.7770241,127.2423773,2025-10-31,514,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000515,동리입구,36.7809388,127.2401916,2025-10-31,515,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000516,동리,36.78096123,127.2403408,2025-10-31,516,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000517,목천농협,36.784418,127.2358572,2025-10-31,517,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000518,"목천읍행정복지센터,국립청소년수련원",36.78428611,127.2353478,2025-10-31,518,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000519,목천중고등학교,36.7811446,127.2335824,2025-10-31,519,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000520,독립기념관 동문,36.78034187,127.2328387,2025-10-31,520,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000521,독립기념관 동문,36.77989207,127.2325413,2025-10-31,521,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285001755,성환문화회관,36.91172292,127.1367313,2025-10-31,1755,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285001756,성환문화회관,36.91185463,127.1366524,2025-10-31,1756,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285001757,백석사거리,36.8185896,127.1309541,2025-10-31,1757,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285001758,백석사거리,36.81699131,127.1308491,2025-10-31,1758,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285001759,봉서초등학교,36.81435129,127.1299024,2025-10-31,1759,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285001760,봉서초등학교,36.81519796,127.1304407,2025-10-31,1760,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285001761,시영1차아파트,36.8073613,127.1282357,2025-10-31,1761,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용3동
CAB285001762,시영1차아파트,36.80877299,127.1288524,2025-10-31,1762,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용1동
CAB285001763,광명아파트,36.80084289,127.1269243,2025-10-31,1763,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용1동
CAB285001764,연세우일치과병원,36.79856963,127.1262974,2025-10-31,1764,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용1동
CAB285001765,일봉동행정복지센터,36.80103683,127.1426352,2025-10-31,1765,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,일봉동
CAB285001767,청당벽산아파트,36.78110798,127.1593924,2025-10-31,1767,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285001768,남부고가교(천안국빈장례식장),36.783375,127.143123,2025-10-31,1768,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,일봉동
CAB285001769,남부고가교,36.7829315,127.1432912,2025-10-31,1769,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,신방동
CAB285001770,태학산자연휴양림,36.73064195,127.0916839,2025-10-31,1770,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,풍세면
CAB285001771,매당2리,36.7031986,127.1058593,2025-10-31,1771,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285001772,매당2리,36.7031092,127.1060837,2025-10-31,1772,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285001773,매당1리,36.699245,127.0995,2025-10-31,1773,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285001774,매당1리,36.699107,127.099478,2025-10-31,1774,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285001778,신도브래뉴1차아파트,36.77226367,127.2150672,2025-10-31,1778,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285001779,동산식물원,36.8082155,127.3700031,2025-10-31,1779,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,동면
CAB285001780,동산식물원,36.8080531,127.3698352,2025-10-31,1780,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,동면
CAB285001782,독립기념관,36.7780592,127.2307274,2025-10-31,1782,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285001783,독립기념관,36.778022,127.230515,2025-10-31,1783,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285001784,한국가스안전교육원,36.7979826,127.190675,2025-10-31,1784,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285001788,서당골,36.80050133,127.1006674,2025-10-31,1788,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,불당1동
CAB285001790,불당1동행정복지센터,36.8050216,127.113191,2025-10-31,1790,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,불당1동
CAB285001791,불당동일하이빌,36.80799925,127.1140372,2025-10-31,1791,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,불당1동
CAB285001792,불당동일하이빌,36.80778699,127.1137493,2025-10-31,1792,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,불당1동
CAB285001795,밤골,36.85508491,127.1302526,2025-10-31,1795,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285001796,밤골,36.8551708,127.1301362,2025-10-31,1796,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285001797,선바위,36.85789938,127.1344386,2025-10-31,1797,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285001798,선바위,36.8579918,127.1343406,2025-10-31,1798,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285001799,원네스아파트,36.8593736,127.1348759,2025-10-31,1799,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285001800,원네스아파트,36.8592254,127.1350561,2025-10-31,1800,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285001803,천안산업단지관리공단,36.85490794,127.1207574,2025-10-31,1803,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285001804,직산대림아파트,36.85982794,127.1207674,2025-10-31,1804,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285001805,4공단,36.865697,127.117503,2025-10-31,1805,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285001806,4공단,36.86538,127.117814,2025-10-31,1806,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285001808,부영아파트,36.7623164,127.1733645,2025-10-31,1808,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285001809,매성보건진료소,36.81050633,127.3187424,2025-10-31,1809,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285001810,매성보건진료소,36.81054958,127.3184527,2025-10-31,1810,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285001811,청수초등학교,36.78814704,127.1515655,2025-10-31,1811,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285001812,청수극동2차아파트,36.79006453,127.154795,2025-10-31,1812,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285001813,공립지역아동센터,36.79575872,127.1581978,2025-10-31,1813,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285001814,청수현대아파트,36.79791216,127.1545118,2025-10-31,1814,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285001815,삼일육아원,36.79892364,127.1261109,2025-10-31,1815,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용2동
CAB285001816,신당동코아루아파트,36.85295498,127.1597856,2025-10-31,1816,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285001817,신당동,36.85465098,127.1602565,2025-10-31,1817,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285001818,율금2리,36.9035887,127.1073443,2025-10-31,1818,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285001819,율금2리,36.90351253,127.1073499,2025-10-31,1819,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285001820,성거모전2리,36.91249194,127.2033194,2025-10-31,1820,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285001821,입장신두리(율목),36.91264246,127.2032048,2025-10-31,1821,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001822,신덕3리,36.91265926,127.2071094,2025-10-31,1822,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001823,신두2리,36.91275634,127.2064536,2025-10-31,1823,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001824,입장사거리,36.915058,127.2216459,2025-10-31,1824,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001825,입장사거리,36.9150219,127.2220188,2025-10-31,1825,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001826,입장회차지,36.9148108,127.2293039,2025-10-31,1826,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001827,입장(회차지),36.91496075,127.2294099,2025-10-31,1827,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001828,홍천리입구,36.90806129,127.2267874,2025-10-31,1828,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001829,홍천리입구,36.907955,127.226717,2025-10-31,1829,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001830,시장2리,36.9039768,127.2229636,2025-10-31,1830,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001831,시장2리,36.9032289,127.2215497,2025-10-31,1831,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285001888,삼태1리,36.74933674,127.0962392,2025-10-31,1888,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,풍세면
CAB285001891,중앙소방학교 후문,36.81857538,127.1857192,2025-10-31,1891,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,원성1동
CAB285001892,중앙소방학교 후문,36.81806794,127.1854407,2025-10-31,1892,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,원성1동
CAB285000522,동평1리,36.77482295,127.2354241,2025-10-31,522,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000523,동평1리,36.77430796,127.2351107,2025-10-31,523,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000524,목천IC,36.77051463,127.2330007,2025-10-31,524,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000525,목천IC,36.77032796,127.2331657,2025-10-31,525,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285000526,직산역입구,36.870744,127.148096,2025-10-31,527,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000527,직산역입구,36.870435,127.148418,2025-10-31,526,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000528,직산사거리,36.87592133,127.1465491,2025-10-31,528,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000529,직산사거리,36.877409,127.146589,2025-10-31,529,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000530,직산읍행정복지센터,36.87710178,127.1496331,2025-10-31,530,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000531,서북구청,36.87742966,127.1534757,2025-10-31,531,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000532,서북구청,36.87731752,127.1543549,2025-10-31,532,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000533,벽산아파트,36.87787275,127.1579027,2025-10-31,533,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000534,삼환나우빌,36.87770794,127.1581757,2025-10-31,534,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000535,성환부영아파트,36.90360912,127.1360201,2025-10-31,535,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000536,성환부영아파트,36.90330791,127.1358145,2025-10-31,536,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000537,중앙아파트,36.91143577,127.1309953,2025-10-31,537,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000538,삼풍아파트,36.91157628,127.1309941,2025-10-31,538,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000539,매주2리,36.908569,127.12887,2025-10-31,539,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000540,매주리혜성아파트,36.90849844,127.1290197,2025-10-31,540,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000541,동성중학교,36.90669627,127.1285107,2025-10-31,541,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000543,남서울대학교,36.91168497,127.1428309,2025-10-31,543,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000544,남서울대학교,36.91186903,127.1420998,2025-10-31,544,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000545,남서울대학교 주차장,36.9105701,127.1426169,2025-10-31,545,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000546,군동1리공장입구,36.90939215,127.1533305,2025-10-31,546,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000547,군동1리마을입구,36.90515272,127.1647784,2025-10-31,547,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000548,판정2리산직촌 삼육식품 앞,36.90905464,127.1722224,2025-10-31,548,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000549,판정2리산직촌 삼육식품 앞,36.90924218,127.1727965,2025-10-31,549,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000550,등대의집,36.91064963,127.1773341,2025-10-31,550,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000551,판정1리,36.91079293,127.1819774,2025-10-31,551,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000552,판정리,36.9106586,127.1854411,2025-10-31,552,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285000554,모전리,36.9009099,127.1942346,2025-10-31,554,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000555,여송산업,36.89225293,127.1949907,2025-10-31,555,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000556,정촌리,36.88665679,127.1930422,2025-10-31,556,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000557,문덕리,36.87907131,127.1809924,2025-10-31,557,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000558,성거하늘빛아파트,36.87722964,127.1818848,2025-10-31,558,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000559,거봉주유소,36.877863,127.18724,2025-10-31,559,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000560,남창마을,36.86574295,127.1940407,2025-10-31,560,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000561,남창마을,36.86587799,127.1945091,2025-10-31,561,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000562,충남예술고등학교,36.86934631,127.1989158,2025-10-31,562,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000563,충남예술고등학교,36.8692463,127.1990491,2025-10-31,563,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000564,성거초등학교,36.8709392,127.2000018,2025-10-31,564,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000565,삼일아파트,36.87435965,127.2017641,2025-10-31,565,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000566,아느칸빌아파트,36.88042127,127.2059057,2025-10-31,566,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000567,아느칸빌아파트,36.88053864,127.2058126,2025-10-31,567,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000568,천흥공단,36.88340296,127.2066408,2025-10-31,568,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000569,청호포도마을아파트,36.88622874,127.2066782,2025-10-31,569,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000570,청호포도마을아파트,36.88660629,127.2066141,2025-10-31,570,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000571,오목리,36.88888627,127.2082724,2025-10-31,571,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285000572,시장2리,36.90007294,127.2172124,2025-10-31,572,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285000573,시장1리,36.8919548,127.2311236,2025-10-31,573,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285000574,시장1리(도장골),36.8919502,127.2310675,2025-10-31,574,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285000575,호당2리(당곡),36.89544463,127.2306974,2025-10-31,575,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285000576,주성레이크빌아파트,36.91026048,127.2502787,2025-10-31,576,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285000578,양대리(양대),36.89797632,127.2610624,2025-10-31,578,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285000579,양대리,36.89566633,127.2628691,2025-10-31,579,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285000580,운용리(종점),36.87035632,127.2679457,2025-10-31,580,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000581,운용리(군단위),36.8617407,127.2735732,2025-10-31,581,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000582,납안리(주막거리),36.857591,127.2682625,2025-10-31,582,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000583,대평2리(싸리재),36.875337,127.2915619,2025-10-31,583,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000584,대평1리,36.87146462,127.2847954,2025-10-31,584,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000585,대평1리,36.87131812,127.2843426,2025-10-31,585,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000586,대평1리(마을회관),36.86838793,127.2818724,2025-10-31,586,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285000587,운용리(군단위),36.8618624,127.2735504,2025-10-31,587,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
