정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,시도,시군구,읍면동
CAB285002214,청수공원,36.78698795,127.1508857,2025-10-31,2214,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285002215,한양수자인,36.78340964,127.1523757,2025-10-31,2215,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285002216,한양수자인,36.78349127,127.1525491,2025-10-31,2216,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285002217,봉양리,36.72672378,127.2609145,2025-10-31,2217,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,성남면
CAB285002218,봉양리,36.7270833,127.2611283,2025-10-31,2218,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,성남면
CAB285002219,성남봉양진료소,36.71772145,127.2524497,2025-10-31,2219,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,성남면
CAB285002220,봉양3리벌판,36.71431252,127.2481715,2025-10-31,2220,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,성남면
CAB285002224,죽계2리,36.7955908,127.3780748,2025-10-31,2224,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,동면
CAB285002225,죽계1리,36.79763795,127.3842874,2025-10-31,2225,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,동면
CAB285002226,천안우리병원,36.78122795,127.1562941,2025-10-31,2226,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285002227,문덕리,36.8786285,127.1804676,2025-10-31,2227,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285002228,청당마을신도브래뉴아파트후문,36.78065351,127.1420478,2025-10-31,2228,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285002229,청수공원,36.7886762,127.1474025,2025-10-31,2229,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,일봉동
CAB285002230,청수공원,36.78853297,127.1475774,2025-10-31,2230,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285002231,신덕1리,36.71849704,127.2435143,2025-10-31,2231,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,성남면
CAB285002233,대전충남양돈농협,36.78576896,127.1463578,2025-10-31,2233,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285002234,호성산업개발,36.9276564,127.2043737,2025-10-31,2234,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285002235,호성산업개발,36.927469,127.204664,2025-10-31,2235,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285002236,운전리,36.77320132,127.2269024,2025-10-31,2236,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002237,운전리,36.77281298,127.2271674,2025-10-31,2237,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002238,한국더첼,36.8307286,127.1139845,2025-10-31,2238,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,백석동
CAB285002239,제네시스,36.83104252,127.1124419,2025-10-31,2239,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,백석동
CAB285002241,지장1리(자라골),36.655494,127.079464,2025-10-31,2241,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002242,지장1리(자라골),36.655464,127.079346,2025-10-31,2242,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002243,연합초원아파트,36.7709725,127.2298434,2025-10-31,2243,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002244,대화2리,36.72891294,127.2607457,2025-10-31,2244,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,성남면
CAB285002245,대화2리,36.728685,127.2607734,2025-10-31,2245,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,성남면
CAB285002246,신방도서관 푸르지오아파트,36.77286052,127.1313583,2025-10-31,2246,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,신방동
CAB285002247,신방도서관 푸르지오아파트,36.77314295,127.1319424,2025-10-31,2247,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,신방동
CAB285002248,지장1리,36.66917807,127.0733336,2025-10-31,2248,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002249,지장1리,36.6693041,127.0735459,2025-10-31,2249,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002250,도장3리,36.7507974,127.1861212,2025-10-31,2250,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002251,연곡2리,36.9520075,127.1948448,2025-10-31,2251,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285002252,모드니에아파트,36.7590093,127.2971834,2025-10-31,2252,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285002253,병천시장,36.76115477,127.2990039,2025-10-31,2253,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285002254,은지리,36.78568466,127.2598057,2025-10-31,2254,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285002255,은지리,36.785591,127.259779,2025-10-31,2255,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285002256,번영로가구타운,36.84634299,127.1224057,2025-10-31,2256,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285002259,관성1리,36.8015267,127.3244641,2025-10-31,2259,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285002260,천안예술의전당 천안시립미술관,36.7564769,127.2257362,2025-10-31,2260,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,성남면
CAB285002262,에드워드,36.84183512,127.1044915,2025-10-31,2262,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285002263,에드워드,36.84168591,127.1047199,2025-10-31,2263,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285002264,선영새마을금고,36.79946803,127.1426927,2025-10-31,2264,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,일봉동
CAB285002265,"관세인재개발원,해양경찰연구센터",36.7647865,127.2917085,2025-10-31,2265,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,병천면
CAB285002266,남관1리마을회관,36.7521189,127.1287875,2025-10-31,2266,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,풍세면
CAB285002267,남관1리마을회관,36.75226316,127.1289561,2025-10-31,2267,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,풍세면
CAB285002269,천안실버타운,36.7662785,127.2310218,2025-10-31,2269,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002271,천안실버타운,36.76564041,127.2301978,2025-10-31,2271,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002272,동평1리,36.76999219,127.2384563,2025-10-31,2272,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002273,동평1리,36.7698113,127.2386828,2025-10-31,2273,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002274,리각미술관,36.820118,127.186714,2025-10-31,2274,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,원성1동
CAB285002275,리각미술관,36.820208,127.186961,2025-10-31,2275,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,원성1동
CAB285002277,서북경찰서,36.85780395,127.1361831,2025-10-31,2277,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285002280,송남리,36.86195127,127.1913308,2025-10-31,2280,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285002281,백석대 정문,36.84122964,127.1813974,2025-10-31,2281,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,신안동
CAB285002282,백석대 정문,36.84135168,127.1815568,2025-10-31,2282,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,신안동
CAB285000876,우성VIP 아파트,36.79842431,127.1562394,2025-10-31,876,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285000877,청소년수련관,36.80854059,127.1523949,2025-10-31,877,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,문성동
CAB285000878,중앙도서관,36.80858461,127.1525824,2025-10-31,878,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,원성1동
CAB285000879,가구웨딩특화거리,36.81848565,127.1396809,2025-10-31,879,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000880,가구웨딩특화거리,36.818606,127.138188,2025-10-31,880,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000881,백석사거리,36.81903497,127.1328358,2025-10-31,881,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000882,백석사거리,36.81895517,127.1322416,2025-10-31,882,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000883,용암초등학교,36.80452072,127.1186098,2025-10-31,883,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용3동
CAB285000887,쌍용패션거리,36.80244569,127.1319201,2025-10-31,887,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000888,천안여상입구,36.80492959,127.1323538,2025-10-31,888,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000889,천안여상입구,36.80469794,127.1321408,2025-10-31,889,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용1동
CAB285000890,열린치과,36.80322966,127.1290474,2025-10-31,890,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용1동
CAB285000891,천안컨벤션센터,36.80440961,127.1277541,2025-10-31,891,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용1동
CAB285000892,천안컨벤션센터,36.8046713,127.1276324,2025-10-31,892,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용3동
CAB285000893,일성아파트,36.8076207,127.1299445,2025-10-31,893,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용1동
CAB285000894,일성아파트,36.80777398,127.1302187,2025-10-31,894,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용1동
CAB285000895,천안고등학교,36.807303,127.134299,2025-10-31,895,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000896,쌍용패션거리,36.80204793,127.1317057,2025-10-31,886,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000897,봉명동행정복지센터,36.80626519,127.1397118,2025-10-31,897,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000898,순천향병원,36.80334963,127.1392157,2025-10-31,898,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000899,순천향병원,36.8033077,127.1389912,2025-10-31,899,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000901,공작아파트 입구,36.80882577,127.1403088,2025-10-31,901,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000902,공작아파트 입구,36.8095127,127.1407269,2025-10-31,902,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000903,성정사거리,36.8126215,127.1412442,2025-10-31,903,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000904,성정사거리,36.8129921,127.1415788,2025-10-31,904,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000905,성정초등학교,36.81538944,127.1419424,2025-10-31,905,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000906,성정초등학교,36.81542798,127.1421407,2025-10-31,906,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000907,성정1동행정복지센터,36.81729464,127.1425958,2025-10-31,907,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000908,성정1동행정복지센터,36.81804075,127.1426022,2025-10-31,908,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000909,봉정사거리,36.8192104,127.1430792,2025-10-31,909,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000910,봉정사거리,36.8198188,127.1430595,2025-10-31,910,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000911,대우목화아파트,36.82148303,127.1434625,2025-10-31,911,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000912,성정대우목화,36.82170799,127.1436891,2025-10-31,912,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000913,서부19길입구,36.823291,127.144116,2025-10-31,913,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000914,서부19길입구,36.823309,127.143901,2025-10-31,914,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000915,신라스테이(인쇄창),36.82553464,127.1433407,2025-10-31,915,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000916,성정동롯데마트,36.8256817,127.1402805,2025-10-31,916,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000917,롯데마트,36.82562348,127.1393042,2025-10-31,917,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000918,천안고용센터,36.82538294,127.1420891,2025-10-31,918,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000919,광제산부인과,36.823948,127.140591,2025-10-31,919,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000920,광제산부인과,36.82431443,127.140519,2025-10-31,920,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000921,천안서초등학교,36.821672,127.139899,2025-10-31,921,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000922,천안서초등학교,36.82112413,127.1398709,2025-10-31,922,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000923,"성정2동행정복지센터,건강생활지원센터",36.8196834,127.139405,2025-10-31,923,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000924,"성정2동행정복지센터,건강생활지원센터",36.81945838,127.1394412,2025-10-31,924,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000925,늘푸른극동아파트,36.82833528,127.1332688,2025-10-31,925,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000926,늘푸른극동아파트,36.82980669,127.1330814,2025-10-31,926,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285000927,천안성정동우체국,36.83084794,127.1333791,2025-10-31,927,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285000928,천안고용노동지청,36.8332067,127.1333439,2025-10-31,928,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285000929,두정고등학교,36.8344363,127.1336441,2025-10-31,929,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285000930,두정우성아파트,36.83636116,127.1334788,2025-10-31,930,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285000931,두정한성아파트,36.83641912,127.1337244,2025-10-31,931,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285000932,두정경남아너스빌,36.837555,127.138386,2025-10-31,932,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285000933,두정계룡리슈빌,36.837542,127.138118,2025-10-31,933,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285000934,두정중학교,36.83547129,127.1383558,2025-10-31,934,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285000935,두정양돈농협,36.8335726,127.1380377,2025-10-31,935,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285000936,성정중학교,36.83070794,127.1379608,2025-10-31,936,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285000937,성정중학교,36.8299568,127.1377217,2025-10-31,937,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000938,성정평생학습관,36.82724299,127.1375791,2025-10-31,938,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000939,두정 하이마트,36.82648794,127.1344074,2025-10-31,939,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000940,6단지후문,36.82598924,127.1357766,2025-10-31,940,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000941,성정현대아파트,36.8244927,127.1371386,2025-10-31,941,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285002283,백석대 정문,36.8416896,127.1815669,2025-10-31,2283,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,신안동
CAB285002284,천정1리,36.76424354,127.211787,2025-10-31,2284,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002285,천정1리,36.76418166,127.2119964,2025-10-31,2285,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002286,국광레미콘,36.764125,127.12916,2025-10-31,2286,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,풍세면
CAB285002287,강성공업사,36.76483461,127.1296308,2025-10-31,2287,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,신방동
CAB285002288,구정리 마을,36.95302755,127.1894837,2025-10-31,2288,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285002289,구정리 마을,36.95311128,127.1896674,2025-10-31,2289,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285002290,삼성SDI,36.8411823,127.1196867,2025-10-31,2290,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285002292,동산리(가능골),36.7886289,127.3563848,2025-10-31,2292,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,동면
CAB285002293,천안장례식장,36.89680905,127.1947943,2025-10-31,2293,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285002294,천안장례식장,36.89726964,127.1950124,2025-10-31,2294,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성거읍
CAB285002295,원덕리,36.6648182,127.1431533,2025-10-31,2295,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002296,원덕리,36.66481465,127.1434141,2025-10-31,2296,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002297,자연누리성,36.66124294,127.1242241,2025-10-31,2297,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002298,직산한도아파트,36.87970461,127.1539907,2025-10-31,2298,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285002299,우미린아파트,36.78416479,127.1462348,2025-10-31,2299,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285002300,파크밸리동일하이빌,36.8068854,127.1186344,2025-10-31,2300,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용3동
CAB285002301,직산역,36.869937,127.144808,2025-10-31,2301,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285002302,용정2리,36.73543965,127.1116381,2025-10-31,2302,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,풍세면
CAB285002303,천안종합휴양관광지,36.760747,127.227763,2025-10-31,2303,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002304,천안종합휴양관광지,36.75981889,127.2276284,2025-10-31,2304,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,목천읍
CAB285002305,원덕2리,36.66168799,127.1213324,2025-10-31,2305,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002306,주공9단지,36.80497463,127.1208441,2025-10-31,2306,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용3동
CAB285002307,뜨란채아파트,36.80501442,127.1206981,2025-10-31,2307,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용3동
CAB285002308,뜨란채아파트 후문,36.806747,127.118382,2025-10-31,2308,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용3동
CAB285002309,부성2동행정복지센터 두정대림2차,36.83901966,127.1292641,2025-10-31,2309,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285002310,두정대림2차아파트,36.836778,127.128409,2025-10-31,2310,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285002312,케이원전자,36.86372962,127.1188224,2025-10-31,2312,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285002313,무지개솔텍,36.86340866,127.118725,2025-10-31,2313,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,직산읍
CAB285002316,시름세삼거리,36.89399631,127.1359124,2025-10-31,2316,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285002317,용정2리(불구머리),36.9217368,127.1885602,2025-10-31,2317,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285002318,용정2리(불구머리),36.9216558,127.1886223,2025-10-31,2318,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,입장면
CAB285002319,영성마을,36.65787864,127.0746807,2025-10-31,2319,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002320,도인사,36.651225,127.082216,2025-10-31,2320,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002321,도인사,36.651285,127.082296,2025-10-31,2321,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,광덕면
CAB285002322,풍세치안센터,36.72071702,127.1196706,2025-10-31,2322,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,풍세면
CAB285002351,일봉동주민센터,36.8010387,127.1427846,2025-10-31,2351,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,일봉동
CAB285002355,만유감리교회,36.7203156,127.2504395,2025-10-31,2355,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,성남면
CAB285002740,상동중앙아파트(문답안),36.77054225,127.2691093,2025-10-31,2740,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,북면
CAB285002789,불당대동다숲,36.80505757,127.1129314,2025-10-31,1789,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,불당1동
CAB285010001,골드아파트,36.91327465,127.1283674,2025-10-31,2360,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285010002,골드아파트,36.91236211,127.1282185,2025-10-31,2361,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285010003,청수극동2차아파트,36.78931001,127.1555958,2025-10-31,2333,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285010004,시청앞사거리,36.816541,127.109746,2025-10-31,10004,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,불당2동
CAB285010005,동남경찰서,36.78780462,127.1566991,2025-10-31,2332,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285010006,동남경찰서,36.78730629,127.1567341,2025-10-31,2331,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285010007,천고사거리,36.80729344,127.1401513,2025-10-31,900,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285010008,삼성SDI,36.84150404,127.1092274,2025-10-31,10008,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성2동
CAB285010011,일봉초등학교,36.79848462,127.1403841,2025-10-31,833,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,일봉동
CAB285010012,천안노인전문요양원(종점),36.79936764,127.1775224,2025-10-31,10012,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285010013,천안변전소,36.79139628,127.1677957,2025-10-31,2343,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,청룡동
CAB285010014,종합터미널,36.818752,127.156668,2025-10-31,2356,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,신안동
CAB285010016,만수사,36.794335,127.146809,2025-10-31,2330,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,일봉동
CAB285010017,용곡아이파크아파트,36.793643,127.144164,2025-10-31,2329,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,일봉동
CAB285010020,방아다리공원,36.79301183,127.1170096,2025-10-31,2341,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용2동
CAB285010021,방아다리공원,36.79311153,127.1168696,2025-10-31,2340,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용2동
CAB285010022,옹골부락,36.82866701,127.1660049,2025-10-31,10022,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,신안동
CAB285010023,힐스테이트두정역,36.828882,127.152548,2025-10-31,23,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,부성1동
CAB285010024,산업단지공단입구,36.83443465,127.1164808,2025-10-31,10024,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,백석동
CAB285010025,산업단지공단입구,36.832446,127.115893,2025-10-31,1793,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,백석동
CAB285010026,한화포레나 천안노태2단지 후문,36.83443465,127.1218207,2025-10-31,10026,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,백석동
CAB285010029,벽산블루밍아파트,36.82559499,127.1160772,2025-10-31,2325,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,백석동
CAB285010030,백석이수아파트,36.8278781,127.1168346,2025-10-31,2326,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,백석동
CAB285010033,트윈팰리스,36.81151469,127.1115843,2025-10-31,2345,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,불당1동
CAB285010034,트윈팰리스,36.811045,127.1117324,2025-10-31,2344,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,불당1동
CAB285010039,율금리,36.90147797,127.1083205,2025-10-31,10039,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성환읍
CAB285000942,성정현대아파트,36.82442769,127.1369371,2025-10-31,942,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000943,성정선경아파트,36.8213033,127.1361433,2025-10-31,943,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000944,성정선경아파트,36.82130796,127.1363957,2025-10-31,944,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정2동
CAB285000945,구상골사거리,36.81704051,127.1351366,2025-10-31,945,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000946,구상골사거리,36.8169929,127.135371,2025-10-31,946,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000947,성정동 전자랜드,36.8142555,127.1343088,2025-10-31,947,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000948,대우5차아파트,36.8110063,127.1336858,2025-10-31,948,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000949,봉명 청솔아파트,36.811046,127.1333588,2025-10-31,949,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000950,계광중학교,36.80808965,127.1329274,2025-10-31,950,34010,충청남도 천안시,천안BIS,충청남도,천안시동남구,봉명동
CAB285000951,계광중학교,36.80775156,127.1326363,2025-10-31,951,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,쌍용1동
CAB285000952,주공5단지아파트,36.81386294,127.1382024,2025-10-31,952,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
CAB285000953,성정시장(주공5단지),36.81364577,127.1391309,2025-10-31,953,34010,충청남도 천안시,천안BIS,충청남도,천안시서북구,성정1동
