질병코드,질병명,진료년월,환자수,내원일수,청구건수,요양급여비용총액,보험자부담금,월평균기온,월평균_최저기온,월평균_최고기온,월평균_일교차,월최대_일교차,한파일수_비율,폭염일수_비율,월평균습도,월총강수량,월평균기압,월평균_PM10,월최대_PM10,PM10_나쁨일수,월평균_PM25,월최대_PM25
I10,본태성(원발성) 고혈압,2020-01,2091201.0,2510733.0,2419865.0,55489947.0,42766316.0,2.92,-0.96,7.67,8.64,19.6,0.0,0.0,68.41,84.56,1010.27,45.96,80.29,0,31.69,62.0
I10,본태성(원발성) 고혈압,2020-02,2041294.0,2399401.0,2314947.0,53526253.0,41301838.0,3.74,-1.12,9.13,10.26,23.2,0.02,0.0,67.05,58.97,1011.66,44.64,88.55,2,30.11,67.05
I10,본태성(원발성) 고혈압,2020-03,2084124.0,2470530.0,2382002.0,55653033.0,43156839.0,7.9,1.92,14.04,12.12,24.8,0.0,0.0,60.73,33.14,1005.23,48.45,85.07,1,26.43,64.21
I10,본태성(원발성) 고혈압,2020-04,2060418.0,2425435.0,2345257.0,56627513.0,43582679.0,10.73,4.57,17.09,12.52,26.1,0.0,0.0,55.96,43.24,1004.91,45.17,83.12,2,20.39,32.54
I10,본태성(원발성) 고혈압,2020-05,2112137.0,2501271.0,2420916.0,59965455.0,46002227.0,17.54,12.68,23.06,10.39,22.8,0.0,0.0,72.78,108.66,998.48,35.78,75.82,0,19.42,31.49
I10,본태성(원발성) 고혈압,2020-06,2140887.0,2558686.0,2481205.0,61212021.0,47048638.0,22.59,18.2,27.84,9.64,22.5,0.0,0.06,75.68,192.17,994.65,35.14,61.11,0,19.55,32.44
I10,본태성(원발성) 고혈압,2020-07,2147666.0,2569740.0,2491180.0,60983876.0,46739928.0,22.55,19.7,26.27,6.56,16.2,0.0,0.0,86.23,411.05,995.36,22.23,42.09,0,12.92,29.12
I10,본태성(원발성) 고혈압,2020-08,2083841.0,2443384.0,2363110.0,56803726.0,43715373.0,26.53,23.58,30.56,6.98,16.1,0.0,0.19,85.22,399.13,997.42,24.21,39.74,0,13.33,26.84
I10,본태성(원발성) 고혈압,2020-09,2173816.0,2610600.0,2534221.0,59319694.0,45865569.0,20.26,16.52,24.99,8.47,19.0,0.0,0.0,80.4,230.87,1000.01,24.78,44.3,0,13.18,24.9
I10,본태성(원발성) 고혈압,2020-10,2098274.0,2455356.0,2379058.0,56423977.0,43425578.0,13.98,8.81,20.19,11.38,21.5,0.0,0.0,68.96,13.47,1008.18,39.42,73.16,0,20.33,44.45
I10,본태성(원발성) 고혈압,2020-11,2078612.0,2436681.0,2362720.0,56893262.0,43647226.0,8.88,3.92,14.45,10.53,23.1,0.0,0.0,65.6,40.57,1012.12,42.58,83.79,1,25.33,58.03
I10,본태성(원발성) 고혈압,2020-12,2240888.0,2694330.0,2612610.0,61609435.0,47503404.0,0.87,-3.78,6.36,10.15,19.3,0.06,0.0,60.61,10.76,1013.13,42.41,79.2,0,27.34,58.99
I10,본태성(원발성) 고혈압,2021-01,2079375.0,2423177.0,2343734.0,57920954.0,44546773.0,-0.54,-5.61,4.87,10.48,22.5,0.17,0.0,63.55,24.77,1011.44,44.71,103.5,2,24.86,42.83
I10,본태성(원발성) 고혈압,2021-02,2038613.0,2359073.0,2289835.0,56213213.0,43237603.0,3.78,-1.65,9.69,11.35,27.4,0.01,0.0,58.52,22.54,1008.4,52.24,95.49,5,31.66,76.72
I10,본태성(원발성) 고혈압,2021-03,2269705.0,2751977.0,2676087.0,68541326.0,52792344.0,8.91,3.45,14.91,11.46,24.2,0.0,0.0,67.6,113.02,1007.2,79.25,488.35,8,34.77,82.85
I10,본태성(원발성) 고혈압,2021-04,2197475.0,2638778.0,2566998.0,64895284.0,50046292.0,13.25,7.48,19.31,11.83,24.9,0.0,0.0,58.99,77.17,1006.17,47.13,87.21,2,20.69,39.47
I10,본태성(원발성) 고혈압,2021-05,2213166.0,2649510.0,2574918.0,64735490.0,49960510.0,16.74,11.61,22.25,10.64,23.4,0.0,0.0,71.03,139.1,997.42,63.56,415.67,5,22.34,88.09
I10,본태성(원발성) 고혈압,2021-06,2222849.0,2680248.0,2611971.0,64810770.0,50147060.0,21.77,17.62,26.75,9.14,20.8,0.0,0.0,77.55,97.12,996.29,35.11,59.05,0,20.78,31.83
I10,본태성(원발성) 고혈압,2021-07,2223180.0,2659605.0,2590772.0,64075759.0,49485759.0,26.07,22.34,30.77,8.43,16.1,0.0,0.26,80.78,236.44,996.83,23.76,48.44,0,13.41,33.59
I10,본태성(원발성) 고혈압,2021-08,2228582.0,2640595.0,2570004.0,61807302.0,47815000.0,24.94,21.71,29.34,7.63,15.6,0.0,0.12,83.03,287.8,996.98,23.16,41.28,0,12.85,29.58
I10,본태성(원발성) 고혈압,2021-09,2167855.0,2568330.0,2502722.0,60684601.0,47082427.0,21.54,17.95,25.99,8.04,15.3,0.0,0.0,80.68,158.26,1001.79,18.51,28.44,0,8.9,16.16
I10,본태성(원발성) 고혈압,2021-10,2211899.0,2614312.0,2549604.0,62388822.0,48132155.0,15.45,10.82,21.38,10.56,21.0,0.0,0.0,76.1,54.89,1008.97,32.51,52.8,0,16.96,31.92
I10,본태성(원발성) 고혈압,2021-11,2222582.0,2643362.0,2576460.0,63011749.0,48526007.0,8.68,3.75,14.82,11.07,22.0,0.0,0.0,70.08,56.49,1007.15,44.31,106.04,2,24.99,76.14
I10,본태성(원발성) 고혈압,2021-12,2334510.0,2826029.0,2752885.0,65319753.0,50580316.0,2.35,-2.49,7.84,10.33,20.4,0.05,0.0,63.85,10.09,1011.76,42.72,92.94,1,26.03,60.41
I10,본태성(원발성) 고혈압,2022-01,2229968.0,2638496.0,2569559.0,64170690.0,49651373.0,-0.3,-5.3,5.32,10.63,22.4,0.09,0.0,57.01,4.5,1011.48,45.28,99.93,2,30.3,78.42
I10,본태성(원발성) 고혈압,2022-02,2094386.0,2442272.0,2379269.0,60329054.0,46657262.0,0.32,-4.88,5.93,10.81,23.5,0.06,0.0,52.02,4.57,1012.35,43.52,98.52,3,27.8,77.25
I10,본태성(원발성) 고혈압,2022-03,2295121.0,2751995.0,2680426.0,68960788.0,53781157.0,7.9,2.29,13.84,11.54,23.7,0.0,0.0,64.98,91.99,1004.99,47.08,100.94,2,25.31,48.17
I10,본태성(원발성) 고혈압,2022-04,2220802.0,2632230.0,2565712.0,67028627.0,51870878.0,13.81,7.67,20.38,12.72,25.0,0.0,0.0,60.53,60.47,1004.74,45.16,156.52,1,21.83,35.7
I10,본태성(원발성) 고혈압,2022-05,2282731.0,2719978.0,2658780.0,70203463.0,54105833.0,18.05,11.69,24.6,12.91,24.5,0.0,0.01,58.29,6.07,1000.41,34.82,58.75,0,17.23,32.95
I10,본태성(원발성) 고혈압,2022-06,2223457.0,2635194.0,2580252.0,67905885.0,52511731.0,22.34,18.38,27.09,8.71,23.1,0.0,0.05,76.47,180.74,995.9,22.86,38.95,0,11.41,22.52
I10,본태성(원발성) 고혈압,2022-07,2218141.0,2626677.0,2566689.0,66740308.0,51549927.0,25.99,22.59,30.33,7.73,16.6,0.0,0.2,81.65,184.25,994.37,25.53,41.38,0,14.66,27.3
I10,본태성(원발성) 고혈압,2022-08,2280211.0,2714928.0,2651911.0,67055748.0,51947491.0,25.44,22.33,29.29,6.96,18.2,0.0,0.11,83.12,280.77,995.75,18.85,28.62,0,8.91,16.69
I10,본태성(원발성) 고혈압,2022-09,2229742.0,2654725.0,2594838.0,66000162.0,51282413.0,21.13,16.91,26.38,9.47,22.4,0.0,0.01,77.04,157.82,1001.15,26.57,50.21,0,13.73,35.64
I10,본태성(원발성) 고혈압,2022-10,2252689.0,2661805.0,2600320.0,66329794.0,51351822.0,14.21,9.25,20.22,10.97,24.3,0.0,0.0,72.53,76.72,1009.32,34.23,60.12,0,19.27,42.75
I10,본태성(원발성) 고혈압,2022-11,2226810.0,2636508.0,2576779.0,66182611.0,51114234.0,9.99,4.41,16.74,12.33,23.8,0.0,0.0,68.1,62.27,1008.75,46.78,92.22,2,27.94,66.92
I10,본태성(원발성) 고혈압,2022-12,2326845.0,2780645.0,2718974.0,68620057.0,53256163.0,-0.76,-5.27,4.33,9.6,21.1,0.11,0.0,61.79,17.02,1011.5,38.29,113.42,1,22.24,36.61
I10,본태성(원발성) 고혈압,2023-01,2231244.0,2626494.0,2565688.0,66074652.0,51225425.0,-0.06,-5.14,5.56,10.7,25.8,0.11,0.0,62.69,44.95,1011.53,51.29,149.56,4,27.61,89.0
I10,본태성(원발성) 고혈압,2023-02,2174205.0,2547945.0,2493230.0,67096171.0,51709643.0,2.86,-2.33,8.75,11.09,25.7,0.0,0.0,60.9,19.36,1012.66,53.91,107.32,4,35.06,77.85
I10,본태성(원발성) 고혈압,2023-03,2347452.0,2831365.0,2773474.0,75550982.0,58322708.0,9.51,3.01,16.52,13.51,25.7,0.0,0.0,56.49,30.92,1007.87,70.44,140.77,8,29.72,56.32
I10,본태성(원발성) 고혈압,2023-04,2206766.0,2603465.0,2549448.0,69257442.0,53402180.0,13.18,7.27,19.08,11.8,26.1,0.0,0.0,63.03,70.46,1002.92,75.03,306.24,8,25.07,84.74
I10,본태성(원발성) 고혈압,2023-05,2337567.0,2789924.0,2738476.0,73174526.0,56480690.0,17.89,12.53,23.56,11.02,26.7,0.0,0.01,70.56,201.29,1001.52,40.44,160.02,2,18.52,35.59
I10,본태성(원발성) 고혈압,2023-06,2308256.0,2747351.0,2698721.0,72363681.0,55993862.0,22.34,18.03,27.45,9.42,18.8,0.0,0.03,75.66,203.27,995.74,28.16,41.52,0,16.42,24.93
I10,본태성(원발성) 고혈압,2023-07,2251878.0,2660165.0,2609837.0,69394224.0,53648507.0,25.55,22.49,29.63,7.13,16.0,0.0,0.14,85.64,483.87,996.49,24.37,50.19,0,13.8,34.94
I10,본태성(원발성) 고혈압,2023-08,2284357.0,2696214.0,2644221.0,69524019.0,53762634.0,26.5,23.09,30.97,7.88,15.2,0.0,0.3,81.64,292.99,994.21,24.84,36.55,0,13.61,23.92
I10,본태성(원발성) 고혈압,2023-09,2223915.0,2623131.0,2572676.0,67331282.0,52259705.0,22.73,19.25,27.31,8.06,18.5,0.0,0.0,81.67,193.0,1001.37,24.84,46.25,0,13.31,29.29
I10,본태성(원발성) 고혈압,2023-10,2318608.0,2737016.0,2686612.0,69527506.0,53806484.0,15.03,9.94,21.36,11.42,22.3,0.0,0.0,72.15,16.35,1006.84,33.9,53.61,0,17.48,34.21
I10,본태성(원발성) 고혈압,2023-11,2239816.0,2637179.0,2589925.0,68101720.0,52504046.0,8.34,3.31,13.85,10.54,23.1,0.0,0.0,65.65,65.1,1009.04,32.71,88.83,1,18.39,43.56
I10,본태성(원발성) 고혈압,2023-12,2301177.0,2746010.0,2698118.0,69559264.0,54064510.0,2.82,-1.59,7.72,9.31,24.2,0.05,0.0,70.62,102.05,1011.96,40.95,86.45,1,25.71,63.86
I10,본태성(원발성) 고혈압,2024-01,2330992.0,2774702.0,2724503.0,72573014.0,55946791.0,1.32,-2.94,6.1,9.04,22.0,0.04,0.0,67.25,35.3,1012.14,39.26,86.36,1,27.15,60.07
I10,본태성(원발성) 고혈압,2024-02,2217596.0,2608499.0,2564033.0,68143840.0,52588545.0,4.43,0.44,9.04,8.6,23.0,0.0,0.0,75.76,110.19,1011.72,36.49,91.17,1,25.69,70.28
I10,본태성(원발성) 고혈압,2024-03,2259743.0,2681286.0,2633698.0,73524255.0,56492749.0,7.11,1.74,12.72,10.99,24.4,0.0,0.0,62.61,68.17,1006.01,50.11,145.58,5,24.3,63.03
I10,본태성(원발성) 고혈압,2024-04,2330777.0,2784708.0,2739935.0,75655441.0,58191347.0,14.95,9.51,21.06,11.55,26.5,0.0,0.0,68.48,84.93,1001.96,52.03,140.01,3,24.05,38.31
I10,본태성(원발성) 고혈압,2024-05,2344518.0,2806818.0,2759352.0,76667339.0,58987401.0,17.73,11.9,23.96,12.06,27.2,0.0,0.0,67.49,119.52,1001.4,32.19,79.66,0,17.11,36.2
I10,본태성(원발성) 고혈압,2024-06,2195283.0,2580553.0,2537921.0,70516307.0,54268485.0,22.68,17.64,28.34,10.7,24.0,0.0,0.1,71.33,145.51,996.37,30.19,50.03,0,17.05,23.56
I10,본태성(원발성) 고혈압,2024-07,2336906.0,2806013.0,2763503.0,75420189.0,58097851.0,26.31,23.43,29.98,6.55,15.1,0.0,0.15,83.71,353.5,995.68,18.74,39.2,0,10.08,27.6
I10,본태성(원발성) 고혈압,2024-08,2272128.0,2690180.0,2647188.0,70672284.0,54584725.0,28.0,24.22,33.02,8.81,16.6,0.0,0.56,78.96,83.62,995.9,25.45,37.69,0,15.2,24.67
I10,본태성(원발성) 고혈압,2024-09,2216618.0,2593184.0,2552008.0,68354124.0,52829025.0,24.81,21.06,29.77,8.71,19.9,0.0,0.21,79.93,249.76,1001.53,20.46,33.15,0,10.78,20.87
I10,본태성(원발성) 고혈압,2024-10,2338936.0,2701130.0,2656438.0,73165368.0,56074185.0,16.42,12.23,21.65,9.42,19.9,0.0,0.0,79.41,119.26,1007.87,29.25,60.21,0,16.43,36.53
I10,본태성(원발성) 고혈압,2024-11,2217282.0,2544438.0,2500507.0,70427552.0,53825375.0,10.07,5.33,15.81,10.48,21.3,0.0,0.0,71.56,73.07,1009.58,32.89,53.31,0,19.99,36.49
I10,본태성(원발성) 고혈압,2024-12,2349314.0,2723605.0,2679380.0,73477385.0,56281324.0,2.26,-2.15,7.26,9.41,19.4,0.01,0.0,60.1,8.16,1010.47,32.43,55.49,0,18.56,33.45
I10,본태성(원발성) 고혈압,2025-01,2229723.0,2562068.0,2516883.0,68868461.0,53192163.0,0.25,-4.48,5.72,10.2,21.7,0.05,0.0,63.45,17.67,1011.21,38.81,90.37,1,25.47,70.35
I10,본태성(원발성) 고혈압,2025-02,2246505.0,2562071.0,2521730.0,73263255.0,56060341.0,-0.1,-5.1,5.34,10.44,24.3,0.08,0.0,56.48,20.79,1011.22,35.0,68.36,0,19.43,46.18
I10,본태성(원발성) 고혈압,2025-03,2283408.0,2628471.0,2583056.0,77258047.0,58954750.0,7.73,2.15,13.76,11.61,26.7,0.0,0.0,61.19,49.18,1006.2,52.07,133.94,4,28.35,50.89
I10,본태성(원발성) 고혈압,2025-04,2338712.0,2710777.0,2668616.0,79421375.0,60606892.0,13.11,6.76,19.69,12.93,25.9,0.0,0.0,62.31,69.22,999.94,40.1,64.57,0,21.1,33.95
I10,본태성(원발성) 고혈압,2025-05,2310403.0,2656873.0,2615636.0,77534864.0,59264273.0,16.79,11.64,22.39,10.75,22.9,0.0,0.0,72.05,119.36,999.52,30.51,51.16,0,18.05,30.71
L23,알레르기성 접촉피부염,2010-01,97398.0,153124.0,149302.0,1794921.0,1427986.0,-1.57,-6.4,3.66,10.06,22.5,0.16,0.0,62.75,34.36,1010.25,48.36,98.13,2,,
L23,알레르기성 접촉피부염,2010-02,96196.0,148074.0,144995.0,1742254.0,1383291.0,2.42,-1.83,7.16,8.99,25.5,0.03,0.0,65.29,86.66,1008.05,41.59,83.52,1,,
L23,알레르기성 접촉피부염,2010-03,110210.0,177366.0,173125.0,2102182.0,1667018.0,5.41,1.17,9.78,8.61,22.7,0.0,0.0,65.66,97.88,1007.24,59.17,174.83,7,,
L23,알레르기성 접촉피부염,2010-04,111548.0,178953.0,174662.0,2098619.0,1670084.0,9.71,4.5,15.2,10.7,24.2,0.0,0.0,60.35,99.9,1005.35,49.38,85.89,1,,
L23,알레르기성 접촉피부염,2010-05,124028.0,196270.0,191855.0,2323398.0,1849608.0,16.84,11.47,22.64,11.16,25.9,0.0,0.0,65.85,125.95,998.81,54.54,136.5,5,,
L23,알레르기성 접촉피부염,2010-06,143094.0,220380.0,215273.0,2606045.0,2078785.0,22.0,17.26,27.55,10.28,23.4,0.0,0.02,70.07,75.04,997.69,48.66,115.88,2,,
L23,알레르기성 접촉피부염,2010-07,159143.0,246156.0,240170.0,2884380.0,2310343.0,25.15,22.1,29.25,7.15,14.5,0.0,0.08,80.13,257.87,996.27,31.35,65.41,0,,
L23,알레르기성 접촉피부염,2010-08,161380.0,247774.0,241556.0,2900606.0,2322839.0,26.69,23.71,30.88,7.17,16.0,0.0,0.24,81.92,364.9,998.8,33.58,62.5,0,,
L23,알레르기성 접촉피부염,2010-09,143543.0,217436.0,212209.0,2552726.0,2041648.0,21.73,17.95,26.78,8.83,19.5,0.0,0.04,78.23,255.24,1001.24,32.99,83.31,1,,
L23,알레르기성 접촉피부염,2010-10,125137.0,195241.0,190951.0,2282093.0,1823070.0,14.48,9.7,20.4,10.7,21.5,0.0,0.0,71.84,44.44,1006.16,49.23,91.53,2,,
L23,알레르기성 접촉피부염,2010-11,117081.0,185109.0,180982.0,2163807.0,1725967.0,7.05,1.42,13.5,12.07,22.5,0.0,0.0,60.37,11.95,1008.07,71.32,167.89,7,,
L23,알레르기성 접촉피부염,2010-12,107729.0,171146.0,167207.0,1994595.0,1589040.0,1.04,-3.8,6.38,10.18,22.1,0.07,0.0,61.42,32.99,1003.99,57.96,149.82,8,,
L23,알레르기성 접촉피부염,2011-01,108099.0,170996.0,166799.0,2031210.0,1628608.0,-4.6,-9.56,0.55,10.12,23.4,0.32,0.0,55.76,9.23,1012.44,38.21,57.97,0,,
L23,알레르기성 접촉피부염,2011-02,101510.0,154354.0,151353.0,1855233.0,1482551.0,1.93,-3.15,7.87,11.02,25.3,0.03,0.0,64.68,64.64,1008.38,65.32,135.42,8,,
L23,알레르기성 접촉피부염,2011-03,121854.0,193966.0,189738.0,2327678.0,1859019.0,4.57,-0.8,10.33,11.13,24.8,0.0,0.0,52.07,25.29,1008.08,64.8,265.38,4,,
L23,알레르기성 접촉피부염,2011-04,121581.0,193442.0,189448.0,2320982.0,1853864.0,11.09,5.11,17.21,12.1,26.7,0.0,0.0,59.35,113.75,1001.66,56.56,99.4,4,,
L23,알레르기성 접촉피부염,2011-05,138204.0,215847.0,211274.0,2606685.0,2080343.0,17.08,12.08,22.53,10.44,24.0,0.0,0.0,66.78,126.03,998.86,74.0,269.72,10,,
L23,알레르기성 접촉피부염,2011-06,154537.0,234470.0,229680.0,2829958.0,2262219.0,21.69,17.43,26.8,9.36,19.8,0.0,0.02,73.79,281.59,994.88,44.59,76.24,0,,
L23,알레르기성 접촉피부염,2011-07,164089.0,248944.0,243373.0,2992163.0,2401414.0,24.93,22.01,28.8,6.79,16.1,0.0,0.08,82.07,462.82,994.3,29.49,66.6,0,,
L23,알레르기성 접촉피부염,2011-08,169600.0,257546.0,251792.0,3095637.0,2485744.0,24.96,22.08,28.96,6.87,14.9,0.0,0.08,82.18,280.06,996.64,30.26,50.87,0,,
L23,알레르기성 접촉피부염,2011-09,155176.0,235644.0,230914.0,2829844.0,2273796.0,20.92,16.72,26.2,9.48,21.8,0.0,0.03,73.37,76.07,1000.12,34.82,60.4,0,,
L23,알레르기성 접촉피부염,2011-10,129661.0,200657.0,197336.0,2401649.0,1939913.0,13.82,8.59,20.14,11.55,23.2,0.0,0.0,68.95,55.46,1007.3,47.56,70.02,0,,
L23,알레르기성 접촉피부염,2011-11,121901.0,190424.0,186953.0,2271485.0,1833824.0,11.01,6.86,15.97,9.11,20.6,0.0,0.0,70.85,117.67,1009.61,41.58,85.48,1,,
L23,알레르기성 접촉피부염,2011-12,122187.0,190972.0,190494.0,2275799.0,1840024.0,0.86,-3.4,5.57,8.97,23.3,0.06,0.0,59.14,19.72,1013.22,38.54,76.03,0,,
L23,알레르기성 접촉피부염,2012-01,115781.0,177718.0,177362.0,2163116.0,1753944.0,-0.99,-5.43,3.9,9.33,22.1,0.12,0.0,58.59,18.17,1011.59,51.46,111.02,2,,
L23,알레르기성 접촉피부염,2012-02,116118.0,176576.0,176389.0,2155217.0,1744788.0,-0.67,-5.54,4.67,10.21,24.3,0.12,0.0,55.34,15.71,1009.66,47.49,97.92,1,,
L23,알레르기성 접촉피부염,2012-03,126965.0,197880.0,197491.0,2421063.0,1959493.0,5.64,1.03,10.56,9.52,24.0,0.0,0.0,60.89,93.72,1006.22,51.53,140.08,2,,
L23,알레르기성 접촉피부염,2012-04,131042.0,200881.0,200601.0,2480334.0,2007560.0,12.47,6.62,18.58,11.96,26.6,0.0,0.0,60.29,139.37,1000.79,50.5,104.39,4,,
L23,알레르기성 접촉피부염,2012-05,164201.0,251683.0,251321.0,3102708.0,2500905.0,18.12,12.79,24.28,11.48,23.4,0.0,0.0,63.61,41.9,998.9,58.65,111.89,4,,
L23,알레르기성 접촉피부염,2012-06,171328.0,256533.0,256140.0,3150263.0,2546308.0,21.83,17.74,26.93,9.19,18.9,0.0,0.01,71.8,76.82,995.41,39.35,70.22,0,,
L23,알레르기성 접촉피부염,2012-07,182425.0,271721.0,271451.0,3330019.0,2694139.0,25.24,21.88,29.45,7.57,16.4,0.0,0.18,80.73,291.53,994.07,26.6,53.64,0,,
L23,알레르기성 접촉피부염,2012-08,179377.0,267199.0,267006.0,3264376.0,2642445.0,26.22,22.94,30.43,7.49,18.2,0.0,0.24,79.18,411.2,996.61,23.66,45.18,0,,
L23,알레르기성 접촉피부염,2012-09,144836.0,218944.0,218805.0,2679346.0,2168530.0,20.04,16.1,25.08,8.98,18.7,0.0,0.0,78.17,255.58,1001.15,34.0,79.18,0,,
L23,알레르기성 접촉피부염,2012-10,149866.0,228675.0,228345.0,2817226.0,2280416.0,14.34,8.89,20.93,12.04,22.9,0.0,0.0,68.84,55.53,1005.52,35.79,55.52,0,,
L23,알레르기성 접촉피부염,2012-11,127759.0,196645.0,196455.0,2399292.0,1941254.0,6.7,2.15,11.76,9.62,22.0,0.0,0.0,63.55,57.96,1005.93,42.89,109.03,3,,
L23,알레르기성 접촉피부염,2012-12,115495.0,175397.0,175303.0,2145278.0,1734334.0,-1.38,-5.64,3.27,8.9,23.9,0.15,0.0,65.81,67.07,1009.93,38.73,66.0,0,,
L23,알레르기성 접촉피부염,2013-01,123869.0,189185.0,189055.0,2360886.0,1912014.0,-1.79,-6.5,3.38,9.88,23.4,0.19,0.0,64.03,27.71,1011.95,55.97,152.15,5,,
L23,알레르기성 접촉피부염,2013-02,120648.0,179374.0,179322.0,2244855.0,1819111.0,0.81,-3.99,5.85,9.85,24.4,0.07,0.0,58.13,52.03,1010.65,45.09,85.8,1,,
L23,알레르기성 접촉피부염,2013-03,132517.0,202356.0,202226.0,2548811.0,2060296.0,6.58,0.36,13.42,13.05,29.2,0.0,0.0,58.45,62.93,1004.2,52.46,143.47,3,,
L23,알레르기성 접촉피부염,2013-04,141659.0,218360.0,218082.0,2752397.0,2222926.0,10.19,4.38,16.18,11.8,28.7,0.0,0.0,60.04,76.95,1000.38,53.16,144.42,2,,
L23,알레르기성 접촉피부염,2013-05,173727.0,263213.0,262979.0,3339921.0,2692828.0,17.59,11.9,23.86,11.96,25.1,0.0,0.01,66.71,133.28,999.3,55.32,107.91,3,,
L23,알레르기성 접촉피부염,2013-06,181916.0,266404.0,266271.0,3371790.0,2725255.0,22.27,18.33,27.27,8.94,20.2,0.0,0.01,75.99,101.82,995.9,41.31,67.49,0,,
L23,알레르기성 접촉피부염,2013-07,204298.0,305245.0,305100.0,3833912.0,3107876.0,26.03,23.08,29.89,6.81,15.6,0.0,0.12,81.17,297.67,994.01,32.25,84.67,1,,
L23,알레르기성 접촉피부염,2013-08,205474.0,304240.0,304124.0,3839243.0,3109587.0,27.04,23.25,32.03,8.77,17.1,0.0,0.4,77.8,158.83,994.95,34.84,64.25,0,,
L23,알레르기성 접촉피부염,2013-09,169239.0,245968.0,245798.0,3111547.0,2513258.0,21.03,16.91,26.25,9.34,19.5,0.0,0.0,76.49,112.9,1002.52,32.75,81.3,1,,
L23,알레르기성 접촉피부염,2013-10,171531.0,257925.0,257743.0,3329877.0,2702163.0,15.41,10.44,21.52,11.08,22.3,0.0,0.0,71.9,57.34,1006.96,34.5,60.86,0,,
L23,알레르기성 접촉피부염,2013-11,138190.0,209064.0,208915.0,2698914.0,2190254.0,7.17,2.45,12.61,10.17,19.5,0.0,0.0,66.53,61.88,1006.94,41.19,78.27,0,,
L23,알레르기성 접촉피부염,2013-12,131775.0,200969.0,200843.0,2570350.0,2088107.0,1.61,-2.75,6.5,9.25,21.0,0.03,0.0,65.02,22.08,1008.32,46.82,102.55,3,,
L23,알레르기성 접촉피부염,2014-01,133946.0,202239.0,201827.0,2644423.0,2104203.0,0.64,-4.6,6.36,10.96,25.6,0.06,0.0,58.1,13.86,1011.15,54.36,116.93,3,,
L23,알레르기성 접촉피부염,2014-02,126884.0,188554.0,188432.0,2462851.0,1950679.0,2.55,-2.0,7.82,9.82,22.1,0.01,0.0,64.05,32.95,1011.17,56.51,139.72,7,,
L23,알레르기성 접촉피부염,2014-03,143919.0,218457.0,218179.0,2892409.0,2292179.0,7.59,2.15,13.34,11.19,24.3,0.0,0.0,62.0,82.3,1006.59,55.51,128.39,3,,
L23,알레르기성 접촉피부염,2014-04,161223.0,244102.0,243731.0,3226167.0,2554464.0,13.16,7.44,19.59,12.14,26.9,0.0,0.0,59.9,86.98,1004.14,54.72,99.35,2,,
L23,알레르기성 접촉피부염,2014-05,185875.0,277661.0,277364.0,3719697.0,2943962.0,18.11,11.97,24.7,12.73,25.2,0.0,0.03,60.41,67.73,998.6,64.17,163.21,6,,
L23,알레르기성 접촉피부염,2014-06,188407.0,274471.0,274273.0,3669744.0,2904910.0,21.51,17.67,26.42,8.75,19.5,0.0,0.01,74.66,79.35,994.41,40.82,100.38,1,,
L23,알레르기성 접촉피부염,2014-07,206727.0,304808.0,304467.0,4021333.0,3193747.0,24.75,21.17,29.36,8.19,19.3,0.0,0.13,78.58,167.06,995.34,35.9,83.56,1,,
L23,알레르기성 접촉피부염,2014-08,184385.0,268009.0,267727.0,3559540.0,2831081.0,23.59,20.72,27.48,6.76,15.9,0.0,0.03,83.08,393.94,996.03,28.93,75.76,0,,
L23,알레르기성 접촉피부염,2014-09,187174.0,275811.0,275529.0,3667407.0,2908353.0,20.75,16.43,26.27,9.84,19.8,0.0,0.0,76.99,119.88,1001.09,32.08,53.27,0,,
L23,알레르기성 접촉피부염,2014-10,169675.0,254760.0,254502.0,3349214.0,2646248.0,14.83,9.58,21.12,11.54,24.2,0.0,0.0,72.3,113.95,1006.9,37.67,74.01,0,,
L23,알레르기성 접촉피부염,2014-11,135856.0,203768.0,203510.0,2682300.0,2121491.0,8.91,4.22,14.47,10.25,20.9,0.0,0.0,69.73,60.74,1008.38,38.68,59.2,0,,
L23,알레르기성 접촉피부염,2014-12,139875.0,211294.0,210954.0,2761792.0,2188053.0,-0.25,-4.67,4.58,9.25,19.4,0.06,0.0,61.57,27.83,1010.31,38.06,107.27,2,,
L23,알레르기성 접촉피부염,2015-01,139429.0,210303.0,210028.0,2845228.0,2255652.0,0.72,-3.72,5.65,9.37,20.0,0.04,0.0,64.11,30.7,1010.61,48.74,86.16,1,,
L23,알레르기성 접촉피부염,2015-02,131446.0,192138.0,191836.0,2603220.0,2061066.0,2.12,-2.42,7.25,9.67,23.9,0.02,0.0,61.39,28.65,1008.65,69.15,312.54,7,,
L23,알레르기성 접촉피부염,2015-03,157781.0,237857.0,237615.0,3233905.0,2555608.0,6.72,0.6,13.32,12.72,25.4,0.0,0.0,53.27,45.08,1007.98,67.61,148.68,9,,
L23,알레르기성 접촉피부염,2015-04,161387.0,242036.0,241843.0,3291779.0,2598667.0,12.56,7.26,18.42,11.16,26.3,0.0,0.0,66.37,133.96,1003.39,45.62,83.36,1,,
L23,알레르기성 접촉피부염,2015-05,186382.0,278168.0,277809.0,3841248.0,3022082.0,18.33,12.15,24.84,12.69,25.4,0.0,0.01,60.29,69.74,997.37,47.89,101.84,1,,
