질병코드,질병명,진료년월,환자수,내원일수,청구건수,요양급여비용총액,보험자부담금,월평균기온,월평균_최저기온,월평균_최고기온,월평균_일교차,월최대_일교차,한파일수_비율,폭염일수_비율,월평균습도,월총강수량,월평균기압,월평균_PM10,월최대_PM10,PM10_나쁨일수,월평균_PM25,월최대_PM25
J20,급성 기관지염,2010-01,278050.0,446122.0,431164.0,5790560.0,4559229.0,-1.57,-6.4,3.66,10.06,22.5,0.16,0.0,62.75,34.36,1010.25,48.36,98.13,2,,
J20,급성 기관지염,2010-02,240881.0,375554.0,364976.0,4818171.0,3792531.0,2.42,-1.83,7.16,8.99,25.5,0.03,0.0,65.29,86.66,1008.05,41.59,83.52,1,,
J20,급성 기관지염,2010-03,240890.0,387695.0,375574.0,5057141.0,3974294.0,5.41,1.17,9.78,8.61,22.7,0.0,0.0,65.66,97.88,1007.24,59.17,174.83,7,,
J20,급성 기관지염,2010-04,298896.0,494396.0,478976.0,6440660.0,5065162.0,9.71,4.5,15.2,10.7,24.2,0.0,0.0,60.35,99.9,1005.35,49.38,85.89,1,,
J20,급성 기관지염,2010-05,280612.0,471419.0,455318.0,6350892.0,4971386.0,16.84,11.47,22.64,11.16,25.9,0.0,0.0,65.85,125.95,998.81,54.54,136.5,5,,
J20,급성 기관지염,2010-06,202998.0,339082.0,326319.0,4622847.0,3599943.0,22.0,17.26,27.55,10.28,23.4,0.0,0.02,70.07,75.04,997.69,48.66,115.88,2,,
J20,급성 기관지염,2010-07,143422.0,237039.0,227583.0,3260660.0,2533937.0,25.15,22.1,29.25,7.15,14.5,0.0,0.08,80.13,257.87,996.27,31.35,65.41,0,,
J20,급성 기관지염,2010-08,122068.0,195881.0,188342.0,2664411.0,2068317.0,26.69,23.71,30.88,7.17,16.0,0.0,0.24,81.92,364.9,998.8,33.58,62.5,0,,
J20,급성 기관지염,2010-09,201231.0,309570.0,301066.0,4014894.0,3149731.0,21.73,17.95,26.78,8.83,19.5,0.0,0.04,78.23,255.24,1001.24,32.99,83.31,1,,
J20,급성 기관지염,2010-10,282466.0,454754.0,441521.0,5775082.0,4552001.0,14.48,9.7,20.4,10.7,21.5,0.0,0.0,71.84,44.44,1006.16,49.23,91.53,2,,
J20,급성 기관지염,2010-11,284486.0,460440.0,446521.0,5896028.0,4639026.0,7.05,1.42,13.5,12.07,22.5,0.0,0.0,60.37,11.95,1008.07,71.32,167.89,7,,
J20,급성 기관지염,2010-12,327639.0,537679.0,521510.0,6920288.0,5417964.0,1.04,-3.8,6.38,10.18,22.1,0.07,0.0,61.42,32.99,1003.99,57.96,149.82,8,,
J20,급성 기관지염,2011-01,347532.0,592868.0,570144.0,7976787.0,6254593.0,-4.6,-9.56,0.55,10.12,23.4,0.32,0.0,55.76,9.23,1012.44,38.21,57.97,0,,
J20,급성 기관지염,2011-02,276567.0,437704.0,423388.0,5913637.0,4641971.0,1.93,-3.15,7.87,11.02,25.3,0.03,0.0,64.68,64.64,1008.38,65.32,135.42,8,,
J20,급성 기관지염,2011-03,310482.0,504575.0,489398.0,6690815.0,5277442.0,4.57,-0.8,10.33,11.13,24.8,0.0,0.0,52.07,25.29,1008.08,64.8,265.38,4,,
J20,급성 기관지염,2011-04,305028.0,496736.0,482450.0,6568399.0,5177775.0,11.09,5.11,17.21,12.1,26.7,0.0,0.0,59.35,113.75,1001.66,56.56,99.4,4,,
J20,급성 기관지염,2011-05,286134.0,480478.0,464445.0,6625778.0,5185528.0,17.08,12.08,22.53,10.44,24.0,0.0,0.0,66.78,126.03,998.86,74.0,269.72,10,,
J20,급성 기관지염,2011-06,210819.0,353047.0,340961.0,4892246.0,3817786.0,21.69,17.43,26.8,9.36,19.8,0.0,0.02,73.79,281.59,994.88,44.59,76.24,0,,
J20,급성 기관지염,2011-07,143630.0,234604.0,226088.0,3296057.0,2564603.0,24.93,22.01,28.8,6.79,16.1,0.0,0.08,82.07,462.82,994.3,29.49,66.6,0,,
J20,급성 기관지염,2011-08,139314.0,224304.0,216687.0,3109533.0,2423453.0,24.96,22.08,28.96,6.87,14.9,0.0,0.08,82.18,280.06,996.64,30.26,50.87,0,,
J20,급성 기관지염,2011-09,202243.0,324611.0,315478.0,4305316.0,3379651.0,20.92,16.72,26.2,9.48,21.8,0.0,0.03,73.37,76.07,1000.12,34.82,60.4,0,,
J20,급성 기관지염,2011-10,257844.0,414341.0,403869.0,5370351.0,4245954.0,13.82,8.59,20.14,11.55,23.2,0.0,0.0,68.95,55.46,1007.3,47.56,70.02,0,,
J20,급성 기관지염,2011-11,291994.0,468465.0,456879.0,6017145.0,4763585.0,11.01,6.86,15.97,9.11,20.6,0.0,0.0,70.85,117.67,1009.61,41.58,85.48,1,,
J20,급성 기관지염,2011-12,355916.0,566285.0,561302.0,7264029.0,5756964.0,0.86,-3.4,5.57,8.97,23.3,0.06,0.0,59.14,19.72,1013.22,38.54,76.03,0,,
J20,급성 기관지염,2012-01,432688.0,707574.0,697376.0,9939436.0,7832771.0,-0.99,-5.43,3.9,9.33,22.1,0.12,0.0,58.59,18.17,1011.59,51.46,111.02,2,,
J20,급성 기관지염,2012-02,455218.0,774592.0,758766.0,11314449.0,8904704.0,-0.67,-5.54,4.67,10.21,24.3,0.12,0.0,55.34,15.71,1009.66,47.49,97.92,1,,
J20,급성 기관지염,2012-03,400461.0,665295.0,655460.0,9297973.0,7333499.0,5.64,1.03,10.56,9.52,24.0,0.0,0.0,60.89,93.72,1006.22,51.53,140.08,2,,
J20,급성 기관지염,2012-04,368485.0,610665.0,601522.0,8542624.0,6713744.0,12.47,6.62,18.58,11.96,26.6,0.0,0.0,60.29,139.37,1000.79,50.5,104.39,4,,
J20,급성 기관지염,2012-05,309605.0,508355.0,502171.0,7046038.0,5538957.0,18.12,12.79,24.28,11.48,23.4,0.0,0.0,63.61,41.9,998.9,58.65,111.89,4,,
J20,급성 기관지염,2012-06,214433.0,348337.0,343713.0,4852414.0,3807683.0,21.83,17.74,26.93,9.19,18.9,0.0,0.01,71.8,76.82,995.41,39.35,70.22,0,,
J20,급성 기관지염,2012-07,146422.0,231655.0,228726.0,3242499.0,2541512.0,25.24,21.88,29.45,7.57,16.4,0.0,0.18,80.73,291.53,994.07,26.6,53.64,0,,
J20,급성 기관지염,2012-08,135939.0,210922.0,208051.0,2964796.0,2325388.0,26.22,22.94,30.43,7.49,18.2,0.0,0.24,79.18,411.2,996.61,23.66,45.18,0,,
J20,급성 기관지염,2012-09,205612.0,318997.0,316318.0,4250838.0,3362172.0,20.04,16.1,25.08,8.98,18.7,0.0,0.0,78.17,255.58,1001.15,34.0,79.18,0,,
J20,급성 기관지염,2012-10,326971.0,519323.0,514514.0,6923731.0,5478233.0,14.34,8.89,20.93,12.04,22.9,0.0,0.0,68.84,55.53,1005.52,35.79,55.52,0,,
J20,급성 기관지염,2012-11,331213.0,521632.0,517119.0,6812051.0,5398907.0,6.7,2.15,11.76,9.62,22.0,0.0,0.0,63.55,57.96,1005.93,42.89,109.03,3,,
J20,급성 기관지염,2012-12,341521.0,534740.0,529933.0,7074292.0,5602778.0,-1.38,-5.64,3.27,8.9,23.9,0.15,0.0,65.81,67.07,1009.93,38.73,66.0,0,,
J20,급성 기관지염,2013-01,415357.0,677422.0,667573.0,9507198.0,7512817.0,-1.79,-6.5,3.38,9.88,23.4,0.19,0.0,64.03,27.71,1011.95,55.97,152.15,5,,
J20,급성 기관지염,2013-02,426647.0,680795.0,670994.0,9704771.0,7651752.0,0.81,-3.99,5.85,9.85,24.4,0.07,0.0,58.13,52.03,1010.65,45.09,85.8,1,,
J20,급성 기관지염,2013-03,439885.0,722546.0,711287.0,10415554.0,8216996.0,6.58,0.36,13.42,13.05,29.2,0.0,0.0,58.45,62.93,1004.2,52.46,143.47,3,,
J20,급성 기관지염,2013-04,411378.0,667877.0,659440.0,9408336.0,7430610.0,10.19,4.38,16.18,11.8,28.7,0.0,0.0,60.04,76.95,1000.38,53.16,144.42,2,,
J20,급성 기관지염,2013-05,324265.0,522815.0,515957.0,7481611.0,5883281.0,17.59,11.9,23.86,11.96,25.1,0.0,0.01,66.71,133.28,999.3,55.32,107.91,3,,
J20,급성 기관지염,2013-06,208541.0,330135.0,325525.0,4793040.0,3754124.0,22.27,18.33,27.27,8.94,20.2,0.0,0.01,75.99,101.82,995.9,41.31,67.49,0,,
J20,급성 기관지염,2013-07,165294.0,264237.0,259742.0,3885063.0,3039203.0,26.03,23.08,29.89,6.81,15.6,0.0,0.12,81.17,297.67,994.01,32.25,84.67,1,,
J20,급성 기관지염,2013-08,161977.0,252255.0,248408.0,3673235.0,2878329.0,27.04,23.25,32.03,8.77,17.1,0.0,0.4,77.8,158.83,994.95,34.84,64.25,0,,
J20,급성 기관지염,2013-09,251014.0,386533.0,382520.0,5376871.0,4238762.0,21.03,16.91,26.25,9.34,19.5,0.0,0.0,76.49,112.9,1002.52,32.75,81.3,1,,
J20,급성 기관지염,2013-10,324157.0,510471.0,505081.0,7169879.0,5688641.0,15.41,10.44,21.52,11.08,22.3,0.0,0.0,71.9,57.34,1006.96,34.5,60.86,0,,
J20,급성 기관지염,2013-11,362974.0,576660.0,570825.0,7993461.0,6367307.0,7.17,2.45,12.61,10.17,19.5,0.0,0.0,66.53,61.88,1006.94,41.19,78.27,0,,
J20,급성 기관지염,2013-12,369312.0,582841.0,576523.0,8120792.0,6455576.0,1.61,-2.75,6.5,9.25,21.0,0.03,0.0,65.02,22.08,1008.32,46.82,102.55,3,,
J20,급성 기관지염,2014-01,464017.0,743401.0,734386.0,10812074.0,8500282.0,0.64,-4.6,6.36,10.96,25.6,0.06,0.0,58.1,13.86,1011.15,54.36,116.93,3,,
J20,급성 기관지염,2014-02,556077.0,924182.0,908260.0,14049832.0,10993011.0,2.55,-2.0,7.82,9.82,22.1,0.01,0.0,64.05,32.95,1011.17,56.51,139.72,7,,
J20,급성 기관지염,2014-03,451258.0,741519.0,728210.0,11409644.0,8936929.0,7.59,2.15,13.34,11.19,24.3,0.0,0.0,62.0,82.3,1006.59,55.51,128.39,3,,
J20,급성 기관지염,2014-04,382337.0,619395.0,611306.0,9218511.0,7229841.0,13.16,7.44,19.59,12.14,26.9,0.0,0.0,59.9,86.98,1004.14,54.72,99.35,2,,
J20,급성 기관지염,2014-05,340368.0,552045.0,544594.0,8361302.0,6552065.0,18.11,11.97,24.7,12.73,25.2,0.0,0.03,60.41,67.73,998.6,64.17,163.21,6,,
J20,급성 기관지염,2014-06,234578.0,374955.0,369189.0,5776242.0,4517223.0,21.51,17.67,26.42,8.75,19.5,0.0,0.01,74.66,79.35,994.41,40.82,100.38,1,,
J20,급성 기관지염,2014-07,206850.0,330055.0,324741.0,5092236.0,3985417.0,24.75,21.17,29.36,8.19,19.3,0.0,0.13,78.58,167.06,995.34,35.9,83.56,1,,
J20,급성 기관지염,2014-08,204977.0,320854.0,316356.0,4919647.0,3853944.0,23.59,20.72,27.48,6.76,15.9,0.0,0.03,83.08,393.94,996.03,28.93,75.76,0,,
J20,급성 기관지염,2014-09,265924.0,412562.0,408137.0,6146439.0,4826103.0,20.75,16.43,26.27,9.84,19.8,0.0,0.0,76.99,119.88,1001.09,32.08,53.27,0,,
J20,급성 기관지염,2014-10,341338.0,529548.0,523672.0,7700691.0,6035747.0,14.83,9.58,21.12,11.54,24.2,0.0,0.0,72.3,113.95,1006.9,37.67,74.01,0,,
J20,급성 기관지염,2014-11,436850.0,675171.0,667928.0,9792722.0,7682419.0,8.91,4.22,14.47,10.25,20.9,0.0,0.0,69.73,60.74,1008.38,38.68,59.2,0,,
J20,급성 기관지염,2014-12,461738.0,725983.0,718067.0,10445160.0,8193009.0,-0.25,-4.67,4.58,9.25,19.4,0.06,0.0,61.57,27.83,1010.31,38.06,107.27,2,,
J20,급성 기관지염,2015-01,469641.0,762005.0,749133.0,11952937.0,9352265.0,0.72,-3.72,5.65,9.37,20.0,0.04,0.0,64.11,30.7,1010.61,48.74,86.16,1,,
J20,급성 기관지염,2015-02,515227.0,828800.0,813204.0,13435428.0,10457813.0,2.12,-2.42,7.25,9.67,23.9,0.02,0.0,61.39,28.65,1008.65,69.15,312.54,7,,
J20,급성 기관지염,2015-03,565054.0,941883.0,924536.0,15084240.0,11749278.0,6.72,0.6,13.32,12.72,25.4,0.0,0.0,53.27,45.08,1007.98,67.61,148.68,9,,
J20,급성 기관지염,2015-04,464926.0,758376.0,745694.0,12040186.0,9381362.0,12.56,7.26,18.42,11.16,26.3,0.0,0.0,66.37,133.96,1003.39,45.62,83.36,1,,
J20,급성 기관지염,2015-05,374743.0,609356.0,598830.0,9834809.0,7656242.0,18.33,12.15,24.84,12.69,25.4,0.0,0.01,60.29,69.74,997.37,47.89,101.84,1,,
J20,급성 기관지염,2015-06,277245.0,464441.0,458267.0,7005833.0,5501117.0,21.33,16.89,26.65,9.76,24.2,0.0,0.02,72.42,102.93,995.02,44.2,89.52,1,30.28,52.04
J20,급성 기관지염,2015-07,168088.0,261044.0,257777.0,4043567.0,3157251.0,24.12,20.74,28.43,7.69,17.2,0.0,0.1,79.67,186.97,995.04,35.26,82.22,1,22.16,56.73
J20,급성 기관지염,2015-08,166305.0,252909.0,249008.0,4050126.0,3139892.0,24.98,21.19,30.0,8.8,18.0,0.0,0.17,79.41,119.46,996.37,35.78,69.88,0,25.37,65.89
J20,급성 기관지염,2015-09,253512.0,385883.0,381771.0,5879481.0,4577334.0,20.27,15.58,25.99,10.41,21.7,0.0,0.0,74.55,69.41,1001.67,29.05,50.61,0,22.25,46.31
J20,급성 기관지염,2015-10,358619.0,551398.0,545645.0,8293786.0,6475559.0,14.95,9.63,21.48,11.84,23.9,0.0,0.0,69.42,64.8,1005.91,47.68,111.92,4,41.61,119.67
J20,급성 기관지염,2015-11,386887.0,594220.0,587518.0,8929183.0,6977823.0,10.17,6.74,14.23,7.49,23.5,0.0,0.0,79.52,131.46,1010.17,40.04,90.85,3,37.77,91.87
J20,급성 기관지염,2015-12,485142.0,757598.0,749595.0,11324965.0,8835094.0,3.71,-0.39,8.33,8.73,20.0,0.01,0.0,69.42,44.92,1011.77,46.68,85.95,1,43.82,79.75
J20,급성 기관지염,2016-01,521385.0,827376.0,814700.0,13226066.0,10317058.0,-0.69,-4.86,3.94,8.79,20.8,0.11,0.0,61.48,30.66,1011.06,46.38,77.1,0,35.48,84.29
J20,급성 기관지염,2016-02,585701.0,935386.0,921287.0,15111173.0,11726715.0,1.88,-2.96,7.11,10.07,23.9,0.03,0.0,58.26,50.92,1010.8,43.41,77.09,0,29.07,70.08
J20,급성 기관지염,2016-03,486051.0,781420.0,769543.0,12568707.0,9796205.0,7.17,1.66,13.17,11.51,25.5,0.0,0.0,60.45,62.1,1008.36,59.6,120.08,3,35.3,56.25
J20,급성 기관지염,2016-04,443970.0,708414.0,698035.0,11490880.0,8939320.0,13.66,8.15,20.0,11.85,27.0,0.0,0.0,65.29,163.52,1000.94,66.56,210.05,5,31.56,73.25
J20,급성 기관지염,2016-05,393916.0,620078.0,611476.0,10140201.0,7874502.0,18.33,12.31,24.78,12.47,25.5,0.0,0.0,64.58,103.36,999.3,52.43,107.01,3,26.83,52.44
J20,급성 기관지염,2016-06,292516.0,456125.0,449670.0,7475130.0,5804768.0,22.01,17.9,26.91,9.01,21.9,0.0,0.01,75.63,77.95,995.67,45.05,67.56,0,26.24,40.54
J20,급성 기관지염,2016-07,223822.0,344208.0,338799.0,5706240.0,4433427.0,25.21,21.89,29.54,7.66,15.9,0.0,0.16,82.7,284.24,996.06,30.0,53.8,0,17.4,29.82
J20,급성 기관지염,2016-08,216206.0,327207.0,322407.0,5420410.0,4201625.0,26.45,22.3,31.83,9.52,19.2,0.0,0.52,75.53,83.32,993.83,39.1,65.65,0,22.77,42.43
J20,급성 기관지염,2016-09,298071.0,448520.0,443729.0,7080858.0,5507174.0,21.48,18.02,26.04,8.02,18.2,0.0,0.0,81.66,207.23,1000.99,41.34,66.61,0,23.83,36.89
J20,급성 기관지염,2016-10,393368.0,603115.0,597276.0,9310957.0,7276305.0,15.8,11.98,20.67,8.68,20.3,0.0,0.0,77.84,155.11,1006.22,44.66,100.52,2,23.92,61.44
J20,급성 기관지염,2016-11,455291.0,703048.0,695906.0,10788876.0,8437544.0,7.97,3.18,13.35,10.18,21.5,0.0,0.0,68.78,36.42,1009.61,51.18,86.23,2,30.57,65.06
J20,급성 기관지염,2016-12,660773.0,1057834.0,1047599.0,16213166.0,12652050.0,3.26,-1.41,8.41,9.82,22.8,0.01,0.0,66.92,67.15,1010.95,43.78,75.88,0,29.21,61.17
J20,급성 기관지염,2017-01,568198.0,898994.0,886978.0,14539077.0,11361820.0,0.27,-4.53,5.6,10.13,23.2,0.1,0.0,61.54,16.85,1011.27,49.39,89.3,3,28.39,61.19
J20,급성 기관지염,2017-02,443241.0,682321.0,672837.0,11243673.0,8786252.0,1.74,-3.65,7.39,11.04,24.9,0.02,0.0,57.58,33.29,1009.36,44.13,85.1,1,24.54,61.54
J20,급성 기관지염,2017-03,498816.0,787714.0,778149.0,12882979.0,10065739.0,6.22,0.55,12.5,11.95,25.1,0.0,0.0,57.94,25.37,1006.28,58.79,99.58,1,34.48,69.85
J20,급성 기관지염,2017-04,507131.0,802531.0,791950.0,13390506.0,10437006.0,13.67,7.66,20.1,12.45,26.5,0.0,0.0,60.14,72.14,1000.34,57.84,123.4,3,25.03,47.81
J20,급성 기관지염,2017-05,443554.0,704273.0,693815.0,11961536.0,9308478.0,18.46,12.28,25.11,12.83,25.7,0.0,0.02,61.79,30.87,999.82,63.27,237.67,6,23.8,52.5
J20,급성 기관지염,2017-06,312284.0,486770.0,479672.0,8294819.0,6450026.0,21.52,16.37,27.53,11.16,22.1,0.0,0.05,68.02,57.39,996.35,41.29,65.96,0,22.96,36.56
J20,급성 기관지염,2017-07,225925.0,346742.0,341018.0,6060865.0,4703782.0,26.25,23.13,30.43,7.3,18.7,0.0,0.19,83.6,281.34,995.76,33.03,52.57,0,19.21,33.41
J20,급성 기관지염,2017-08,234222.0,354326.0,348941.0,6125967.0,4765580.0,25.32,21.77,29.86,8.08,17.5,0.0,0.18,80.61,238.53,995.52,27.87,48.7,0,14.57,28.66
J20,급성 기관지염,2017-09,315600.0,486441.0,481816.0,7858837.0,6152597.0,20.47,15.75,26.15,10.4,22.6,0.0,0.0,75.75,96.26,1000.51,39.77,75.53,0,22.16,45.73
J20,급성 기관지염,2017-10,360012.0,532556.0,526902.0,8823601.0,6869720.0,15.25,10.84,20.83,9.99,22.6,0.0,0.0,74.84,74.33,1007.67,38.13,76.65,0,19.35,46.46
J20,급성 기관지염,2017-11,472816.0,722976.0,715760.0,11547451.0,9046322.0,6.91,1.4,13.01,11.61,23.9,0.0,0.0,62.36,12.39,1009.35,46.43,81.06,1,25.28,49.64
J20,급성 기관지염,2017-12,678832.0,1051833.0,1039844.0,17190609.0,13399211.0,0.01,-4.76,5.1,9.86,23.8,0.07,0.0,58.99,23.31,1011.77,44.25,102.66,2,26.28,74.24
J20,급성 기관지염,2018-01,900101.0,1497783.0,1474024.0,25933440.0,20706584.0,-1.87,-6.19,3.1,9.29,23.7,0.17,0.0,59.4,24.79,1010.0,51.65,102.53,5,30.77,73.72
J20,급성 기관지염,2018-02,522704.0,795602.0,783047.0,13795366.0,11016565.0,-0.09,-5.54,5.68,11.22,25.8,0.12,0.0,51.67,34.83,1009.56,49.58,78.12,0,26.82,48.39
J20,급성 기관지염,2018-03,443741.0,681612.0,673249.0,11870666.0,9485884.0,8.03,2.42,14.11,11.69,25.3,0.0,0.0,68.31,112.29,1007.03,47.45,95.74,3,28.22,66.85
J20,급성 기관지염,2018-04,464619.0,718278.0,710943.0,12297531.0,9825407.0,13.15,7.26,19.36,12.11,26.9,0.0,0.0,64.13,139.6,1002.91,51.14,90.59,2,21.44,41.99
J20,급성 기관지염,2018-05,470501.0,739837.0,730315.0,13065541.0,10396968.0,17.59,12.47,23.09,10.62,25.0,0.0,0.0,72.58,132.57,999.26,41.91,88.94,2,19.45,35.57
J20,급성 기관지염,2018-06,344360.0,539459.0,531560.0,9798554.0,7781233.0,21.92,17.34,27.43,10.09,21.8,0.0,0.05,72.46,146.87,995.85,36.21,56.36,0,21.35,37.25
J20,급성 기관지염,2018-07,234737.0,359847.0,353926.0,6670101.0,5280905.0,26.54,22.64,31.35,8.71,17.3,0.0,0.46,78.08,168.34,996.66,23.09,40.3,0,12.8,26.67
J20,급성 기관지염,2018-08,211902.0,319953.0,315197.0,5865441.0,4643005.0,27.04,23.18,31.97,8.79,19.6,0.0,0.43,76.96,292.87,995.49,23.72,35.77,0,12.85,20.92
J20,급성 기관지염,2018-09,292947.0,429493.0,425216.0,7456644.0,5951759.0,20.34,16.27,25.19,8.93,19.2,0.0,0.0,77.19,152.21,1000.97,22.11,39.58,0,9.67,19.35
J20,급성 기관지염,2018-10,467983.0,709627.0,703009.0,11901712.0,9538100.0,13.05,8.03,19.11,11.08,21.4,0.0,0.0,71.8,166.57,1005.98,31.75,65.8,0,15.71,37.33
J20,급성 기관지염,2018-11,548017.0,831534.0,824212.0,13880252.0,11104323.0,8.17,3.15,14.46,11.31,22.7,0.0,0.0,70.27,47.73,1010.42,59.81,145.15,5,34.91,79.43
J20,급성 기관지염,2018-12,680298.0,1050332.0,1040133.0,17718956.0,14138289.0,1.4,-3.13,6.51,9.64,21.5,0.08,0.0,60.0,32.32,1013.34,45.26,90.28,2,25.53,66.81
J20,급성 기관지염,2019-01,618051.0,965613.0,953312.0,17133892.0,13686869.0,0.44,-4.64,6.22,10.86,21.9,0.06,0.0,55.19,9.5,1012.18,62.48,146.64,5,37.36,114.77
J20,급성 기관지염,2019-02,440746.0,643532.0,636266.0,11529706.0,9210427.0,2.49,-2.42,8.04,10.46,20.7,0.01,0.0,58.1,33.64,1010.49,58.37,119.64,3,36.08,85.07
J20,급성 기관지염,2019-03,454272.0,685066.0,677975.0,12273505.0,9801616.0,7.41,1.69,13.63,11.95,26.4,0.0,0.0,60.32,42.31,1004.29,67.34,169.14,6,43.31,117.72
J20,급성 기관지염,2019-04,532476.0,822059.0,813816.0,14533958.0,11609802.0,11.8,6.09,17.82,11.74,25.8,0.0,0.0,62.93,78.13,1002.46,43.43,88.23,1,22.26,42.97
J20,급성 기관지염,2019-05,491975.0,771522.0,762767.0,14073872.0,11197945.0,18.35,11.63,25.24,13.61,26.7,0.0,0.02,58.14,66.77,999.58,52.71,97.81,2,27.67,58.0
J20,급성 기관지염,2019-06,341695.0,525544.0,518947.0,9813084.0,7782070.0,21.03,16.48,26.45,9.97,21.8,0.0,0.01,74.83,153.17,995.07,34.02,53.02,0,22.48,37.58
J20,급성 기관지염,2019-07,290502.0,448550.0,442304.0,8493679.0,6716698.0,24.51,21.24,28.68,7.45,19.5,0.0,0.08,80.88,235.29,994.41,26.45,49.1,0,17.02,37.26
J20,급성 기관지염,2019-08,245991.0,368355.0,363266.0,7074670.0,5599478.0,25.92,22.16,30.65,8.49,15.4,0.0,0.26,79.44,143.15,995.29,28.76,52.0,0,17.45,38.33
J20,급성 기관지염,2019-09,332564.0,490285.0,485579.0,8870353.0,7054699.0,21.59,17.95,26.29,8.34,18.9,0.0,0.0,81.7,237.35,1002.8,26.83,60.44,0,14.32,41.58
J20,급성 기관지염,2019-10,471933.0,715781.0,709222.0,12652702.0,10116081.0,15.7,11.03,21.3,10.27,21.3,0.0,0.0,75.17,164.45,1006.54,38.65,83.11,1,19.95,37.4
J20,급성 기관지염,2019-11,532040.0,809273.0,801634.0,14304593.0,11425452.0,8.82,3.57,15.12,11.54,22.9,0.0,0.0,69.27,54.24,1009.95,45.76,87.3,1,24.44,48.18
J20,급성 기관지염,2019-12,647957.0,988423.0,979311.0,17460683.0,13937423.0,2.97,-1.54,8.16,9.69,22.9,0.01,0.0,65.83,29.54,1012.46,42.49,89.34,1,28.77,61.88
J20,급성 기관지염,2020-01,776965.0,1217497.0,1203419.0,22568647.0,17946811.0,2.92,-0.96,7.67,8.64,19.6,0.0,0.0,68.41,84.56,1010.27,45.96,80.29,0,31.69,62.0
J20,급성 기관지염,2020-02,486924.0,762056.0,754674.0,13650257.0,10886805.0,3.74,-1.12,9.13,10.26,23.2,0.02,0.0,67.05,58.97,1011.66,44.64,88.55,2,30.11,67.05
J20,급성 기관지염,2020-03,303285.0,461682.0,458270.0,8079776.0,6468527.0,7.9,1.92,14.04,12.12,24.8,0.0,0.0,60.73,33.14,1005.23,48.45,85.07,1,26.43,64.21
J20,급성 기관지염,2020-04,219344.0,323650.0,320791.0,5892958.0,4715787.0,10.73,4.57,17.09,12.52,26.1,0.0,0.0,55.96,43.24,1004.91,45.17,83.12,2,20.39,32.54
J20,급성 기관지염,2020-05,188309.0,275327.0,273026.0,5170983.0,4122578.0,17.54,12.68,23.06,10.39,22.8,0.0,0.0,72.78,108.66,998.48,35.78,75.82,0,19.42,31.49
J20,급성 기관지염,2020-06,169468.0,248127.0,245504.0,4731025.0,3762474.0,22.59,18.2,27.84,9.64,22.5,0.0,0.06,75.68,192.17,994.65,35.14,61.11,0,19.55,32.44
J20,급성 기관지염,2020-07,164830.0,241315.0,238619.0,4643172.0,3698107.0,22.55,19.7,26.27,6.56,16.2,0.0,0.0,86.23,411.05,995.36,22.23,42.09,0,12.92,29.12
J20,급성 기관지염,2020-08,142036.0,203210.0,200689.0,4042117.0,3201058.0,26.53,23.58,30.56,6.98,16.1,0.0,0.19,85.22,399.13,997.42,24.21,39.74,0,13.33,26.84
J20,급성 기관지염,2020-09,206866.0,301193.0,298520.0,5497009.0,4414278.0,20.26,16.52,24.99,8.47,19.0,0.0,0.0,80.4,230.87,1000.01,24.78,44.3,0,13.18,24.9
J20,급성 기관지염,2020-10,217673.0,305689.0,302759.0,5646599.0,4522585.0,13.98,8.81,20.19,11.38,21.5,0.0,0.0,68.96,13.47,1008.18,39.42,73.16,0,20.33,44.45
J20,급성 기관지염,2020-11,222515.0,316844.0,314049.0,5810548.0,4651920.0,8.88,3.92,14.45,10.53,23.1,0.0,0.0,65.6,40.57,1012.12,42.58,83.79,1,25.33,58.03
J20,급성 기관지염,2020-12,225299.0,325032.0,322744.0,5743834.0,4620388.0,0.87,-3.78,6.36,10.15,19.3,0.06,0.0,60.61,10.76,1013.13,42.41,79.2,0,27.34,58.99
J20,급성 기관지염,2021-01,178085.0,251831.0,249359.0,4863616.0,3889300.0,-0.54,-5.61,4.87,10.48,22.5,0.17,0.0,63.55,24.77,1011.44,44.71,103.5,2,24.86,42.83
J20,급성 기관지염,2021-02,170513.0,235381.0,233618.0,4435010.0,3552548.0,3.78,-1.65,9.69,11.35,27.4,0.01,0.0,58.52,22.54,1008.4,52.24,95.49,5,31.66,76.72
J20,급성 기관지염,2021-03,191398.0,273479.0,271194.0,5259261.0,4196606.0,8.91,3.45,14.91,11.46,24.2,0.0,0.0,67.6,113.02,1007.2,79.25,488.35,8,34.77,82.85
J20,급성 기관지염,2021-04,201998.0,289525.0,287408.0,5464022.0,4373745.0,13.25,7.48,19.31,11.83,24.9,0.0,0.0,58.99,77.17,1006.17,47.13,87.21,2,20.69,39.47
J20,급성 기관지염,2021-05,188567.0,267693.0,265733.0,5086605.0,4067075.0,16.74,11.61,22.25,10.64,23.4,0.0,0.0,71.03,139.1,997.42,63.56,415.67,5,22.34,88.09
J20,급성 기관지염,2021-06,169446.0,237418.0,234903.0,4699719.0,3719072.0,21.77,17.62,26.75,9.14,20.8,0.0,0.0,77.55,97.12,996.29,35.11,59.05,0,20.78,31.83
J20,급성 기관지염,2021-07,126252.0,179909.0,177631.0,3692621.0,2924211.0,26.07,22.34,30.77,8.43,16.1,0.0,0.26,80.78,236.44,996.83,23.76,48.44,0,13.41,33.59
